"","genes","logFC","AveExpr","t","P.Value","adj.P.Val","B","tid","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14"
"11","g10021",1.33307127981071,4.52459997321186,8.87885957079348,3.90795268472815e-09,4.80775622611339e-08,10.6403657479866,"g10021.t1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","g10034",1.45940956831621,8.04050146663234,9.86970542524323,5.03368293496832e-10,8.99680851741859e-09,12.3437738548345,"g10034.t1","6ab934068de4134cab231c1651b08420",722,"Pfam","PF12698","ABC-2 family transporter protein",335,704,"5.3E-25",TRUE,"27-07-2020","","",""
"13","g10034",1.45940956831621,8.04050146663234,9.86970542524323,5.03368293496832e-10,8.99680851741859e-09,12.3437738548345,"g10034.t1","6ab934068de4134cab231c1651b08420",722,"Pfam","PF00005","ABC transporter",72,206,"1.3E-28",TRUE,"27-07-2020","IPR003439","ABC transporter-like","GO:0005524|GO:0016887"
"14","g10036",1.27027727139302,5.11484082244571,9.96378143138569,4.1706046589713e-10,7.70390805429092e-09,12.7827243146285,"g10036.t1","ff83201ff0dfc0c59f4c3de2d10187ab",633,"Pfam","PF13639","Ring finger domain",153,201,"4.5E-7",TRUE,"27-07-2020","IPR001841","Zinc finger, RING-type",""
"15","g10038",0.700246996515201,6.14113910358337,9.36902867004871,1.39566598690849e-09,2.0702010750433e-08,11.3775776809137,"g10038.t1","e65ed79a445b6e0d002c35f7f3a6a30e",199,"Pfam","PF00179","Ubiquitin-conjugating enzyme",8,147,"3.6E-42",TRUE,"27-07-2020","IPR000608","Ubiquitin-conjugating enzyme E2",""
"16","g10042",0.864219778137891,4.74061509284478,7.74450514797169,4.78173810785996e-08,3.78921419206536e-07,8.01211266728703,"g10042.t1","49b2ebedee84333b4b6a92f45968970a",787,"Pfam","PF01392","Fz domain",73,179,"1.5E-12",TRUE,"27-07-2020","IPR020067","Frizzled domain","GO:0005515"
"17","g10042",0.864219778137891,4.74061509284478,7.74450514797169,4.78173810785996e-08,3.78921419206536e-07,8.01211266728703,"g10042.t1","49b2ebedee84333b4b6a92f45968970a",787,"SignalP_EUK","SignalP-noTM","",1,19,"-",TRUE,"27-07-2020","","",""
"18","g10042",0.864219778137891,4.74061509284478,7.74450514797169,4.78173810785996e-08,3.78921419206536e-07,8.01211266728703,"g10042.t1","49b2ebedee84333b4b6a92f45968970a",787,"Pfam","PF01534","Frizzled/Smoothened family membrane region",224,550,"4.0E-63",TRUE,"27-07-2020","IPR000539","Frizzled/Smoothened, transmembrane domain","GO:0007166|GO:0016020"
"19","g10051",-4.6250234022799,2.24032882446693,-7.62195357922435,6.33180010734115e-08,4.74290532211503e-07,8.29368785521131,"g10051.t1","9dd6c863095d64995bf8911f720cf501",525,"SignalP_EUK","SignalP-noTM","",1,20,"-",TRUE,"27-07-2020","","",""
"20","g10051",-4.6250234022799,2.24032882446693,-7.62195357922435,6.33180010734115e-08,4.74290532211503e-07,8.29368785521131,"g10051.t1","9dd6c863095d64995bf8911f720cf501",525,"Pfam","PF00328","Histidine phosphatase superfamily (branch 2)",109,391,"4.2E-10",TRUE,"27-07-2020","IPR000560","Histidine phosphatase superfamily, clade-2",""
"21","g10052",4.24278347355977,0.287867067739511,7.1896238950425,1.7318415162098e-07,1.08162213815515e-06,7.38993286771066,"g10052.t1","ef0111a5efce8e5f91819b7002b7167e",358,"SignalP_EUK","SignalP-noTM","",1,18,"-",TRUE,"27-07-2020","","",""
"22","g10063",-0.787811989435985,6.20273721339049,-8.36812341245154,1.18158556699394e-08,1.18152254909704e-07,9.18211708458426,"g10063.t1","2fccf69e68ccf1083a78bb4f0924533c",653,"Pfam","PF00271","Helicase conserved C-terminal domain",402,508,"3.1E-19",TRUE,"27-07-2020","IPR001650","Helicase, C-terminal",""
"23","g10063",-0.787811989435985,6.20273721339049,-8.36812341245154,1.18158556699394e-08,1.18152254909704e-07,9.18211708458426,"g10063.t1","2fccf69e68ccf1083a78bb4f0924533c",653,"Pfam","PF00270","DEAD/DEAH box helicase",157,333,"1.4E-42",TRUE,"27-07-2020","IPR011545","DEAD/DEAH box helicase domain","GO:0003676|GO:0005524"
"24","g10065",-0.906621785630893,10.8894426991537,-8.37466941438687,1.16469299076993e-08,1.17055872980821e-07,9.09062263350774,"g10065.t1","af9afc5257cc3a55fb5276122bd6ea27",298,"Pfam","PF00153","Mitochondrial carrier protein",8,102,"2.4E-25",TRUE,"27-07-2020","IPR018108","Mitochondrial substrate/solute carrier",""
"25","g10065",-0.906621785630893,10.8894426991537,-8.37466941438687,1.16469299076993e-08,1.17055872980821e-07,9.09062263350774,"g10065.t1","af9afc5257cc3a55fb5276122bd6ea27",298,"Pfam","PF00153","Mitochondrial carrier protein",209,298,"2.2E-14",TRUE,"27-07-2020","IPR018108","Mitochondrial substrate/solute carrier",""
"26","g10065",-0.906621785630893,10.8894426991537,-8.37466941438687,1.16469299076993e-08,1.17055872980821e-07,9.09062263350774,"g10065.t1","af9afc5257cc3a55fb5276122bd6ea27",298,"Pfam","PF00153","Mitochondrial carrier protein",112,203,"1.7E-25",TRUE,"27-07-2020","IPR018108","Mitochondrial substrate/solute carrier",""
"27","g10089",3.41796917292586,3.86167600850721,8.41779082494319,1.05944229224244e-08,1.08987562358863e-07,9.9048034977634,"g10089.t1","0c3cb586b3a7de11533ab1f5d3f29372",546,"Pfam","PF00445","Ribonuclease T2 family",279,475,"3.1E-33",TRUE,"27-07-2020","IPR001568","Ribonuclease T2-like","GO:0003723|GO:0033897"
"28","g10089",3.41796917292586,3.86167600850721,8.41779082494319,1.05944229224244e-08,1.08987562358863e-07,9.9048034977634,"g10089.t1","0c3cb586b3a7de11533ab1f5d3f29372",546,"Pfam","PF04923","Ninjurin",123,225,"1.2E-23",TRUE,"27-07-2020","IPR007007","Ninjurin","GO:0007155|GO:0016021|GO:0042246"
"29","g10094",0.534444160990192,4.94618044793637,8.90707351611603,3.6799411259961e-09,4.57831560526216e-08,10.5579309657219,"g10094.t1","16456019863706e7db4d1504b083d6fb",1236,"Pfam","PF12738","twin BRCT domain",115,177,"6.1E-12",TRUE,"27-07-2020","IPR001357","BRCT domain",""
"30","g10094",0.534444160990192,4.94618044793637,8.90707351611603,3.6799411259961e-09,4.57831560526216e-08,10.5579309657219,"g10094.t1","16456019863706e7db4d1504b083d6fb",1236,"Pfam","PF00533","BRCA1 C Terminus (BRCT) domain",1014,1084,"3.0E-5",TRUE,"27-07-2020","IPR001357","BRCT domain",""
"31","g10094",0.534444160990192,4.94618044793637,8.90707351611603,3.6799411259961e-09,4.57831560526216e-08,10.5579309657219,"g10094.t1","16456019863706e7db4d1504b083d6fb",1236,"Pfam","PF00533","BRCA1 C Terminus (BRCT) domain",402,476,"3.3E-6",TRUE,"27-07-2020","IPR001357","BRCT domain",""
"32","g10094",0.534444160990192,4.94618044793637,8.90707351611603,3.6799411259961e-09,4.57831560526216e-08,10.5579309657219,"g10094.t1","16456019863706e7db4d1504b083d6fb",1236,"Pfam","PF00533","BRCA1 C Terminus (BRCT) domain",674,757,"7.4E-13",TRUE,"27-07-2020","IPR001357","BRCT domain",""
"33","g10094",0.534444160990192,4.94618044793637,8.90707351611603,3.6799411259961e-09,4.57831560526216e-08,10.5579309657219,"g10094.t1","16456019863706e7db4d1504b083d6fb",1236,"Pfam","PF16589","BRCT domain, a BRCA1 C-terminus domain",584,665,"1.9E-7",TRUE,"27-07-2020","IPR001357","BRCT domain",""
"34","g10094",0.534444160990192,4.94618044793637,8.90707351611603,3.6799411259961e-09,4.57831560526216e-08,10.5579309657219,"g10094.t1","16456019863706e7db4d1504b083d6fb",1236,"Pfam","PF12738","twin BRCT domain",210,272,"1.5E-11",TRUE,"27-07-2020","IPR001357","BRCT domain",""
"35","g10110",-0.931103416977828,5.23018250059762,-7.52308737255376,7.95290826981746e-08,5.68251056214968e-07,7.35099629972774,"g10110.t1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","g10120",-0.35351484966631,6.11764392312454,-7.60278156441421,6.61730884941188e-08,4.91747616399617e-07,7.42330306720464,"g10120.t1","1912db404d2ecd4de54a8cd4882afb2c",148,"Pfam","PF01381","Helix-turn-helix",80,131,"1.4E-14",TRUE,"27-07-2020","IPR001387","Cro/C1-type helix-turn-helix domain",""
"37","g10120",-0.35351484966631,6.11764392312454,-7.60278156441421,6.61730884941188e-08,4.91747616399617e-07,7.42330306720464,"g10120.t1","1912db404d2ecd4de54a8cd4882afb2c",148,"Pfam","PF08523","Multiprotein bridging factor 1",4,72,"1.1E-24",TRUE,"27-07-2020","IPR013729","Multiprotein bridging factor 1, N-terminal",""
"38","g10122",5.69149361306719,0.633964406321492,9.55700884537198,9.48140425321748e-10,1.52067449395701e-08,12.326214351203,"g10122.t1","12c400add9d9b6b4718eb7387f0d7733",251,"Pfam","PF00188","Cysteine-rich secretory protein family",62,183,"6.2E-10",TRUE,"27-07-2020","IPR014044","CAP domain",""
"39","g10122",5.69149361306719,0.633964406321492,9.55700884537198,9.48140425321748e-10,1.52067449395701e-08,12.326214351203,"g10122.t1","12c400add9d9b6b4718eb7387f0d7733",251,"SignalP_EUK","SignalP-noTM","",1,18,"-",TRUE,"27-07-2020","","",""
"40","g10125",5.09741288499208,3.19583761349437,8.1921948568081,1.74367567752515e-08,1.62809637838242e-07,9.55431906494126,"g10125.t1","6372609035accb11e5f6293a6adabbae",172,"Pfam","PF00188","Cysteine-rich secretory protein family",31,150,"7.9E-18",TRUE,"27-07-2020","IPR014044","CAP domain",""
"41","g10127",0.905256165219023,4.28371279606578,7.76095406458223,4.60557909464239e-08,3.67557201320932e-07,8.14805512974717,"g10127.t1","4212fba4e4d20e8bc6b1aa30795f3b1a",344,"Pfam","PF05712","MRG",163,333,"6.0E-48",TRUE,"27-07-2020","IPR026541","MRG domain",""
"42","g10127",0.905256165219023,4.28371279606578,7.76095406458223,4.60557909464239e-08,3.67557201320932e-07,8.14805512974717,"g10127.t1","4212fba4e4d20e8bc6b1aa30795f3b1a",344,"Pfam","PF11717","RNA binding activity-knot of a chromodomain",14,65,"9.1E-14",TRUE,"27-07-2020","IPR025995","RNA binding activity-knot of a chromodomain",""
"43","g10133",-1.50067047875212,7.13528855893931,-7.5237701587584,7.94036314425993e-08,5.67787446955489e-07,7.18407673235149,"g10133.t1","9f2b7d9c4b0b50ef2fa9c4e0540624dd",1316,"Pfam","PF13855","Leucine rich repeat",122,181,"1.3E-10",TRUE,"27-07-2020","IPR001611","Leucine-rich repeat","GO:0005515"
"44","g10133",-1.50067047875212,7.13528855893931,-7.5237701587584,7.94036314425993e-08,5.67787446955489e-07,7.18407673235149,"g10133.t1","9f2b7d9c4b0b50ef2fa9c4e0540624dd",1316,"Pfam","PF13927","Immunoglobulin domain",234,309,"2.2E-12",TRUE,"27-07-2020","","",""
"45","g10133",-1.50067047875212,7.13528855893931,-7.5237701587584,7.94036314425993e-08,5.67787446955489e-07,7.18407673235149,"g10133.t1","9f2b7d9c4b0b50ef2fa9c4e0540624dd",1316,"Pfam","PF03098","Animal haem peroxidase",741,1287,"5.0E-191",TRUE,"27-07-2020","IPR019791","Haem peroxidase, animal-type",""
"46","g10133",-1.50067047875212,7.13528855893931,-7.5237701587584,7.94036314425993e-08,5.67787446955489e-07,7.18407673235149,"g10133.t1","9f2b7d9c4b0b50ef2fa9c4e0540624dd",1316,"Pfam","PF07679","Immunoglobulin I-set domain",525,612,"1.0E-15",TRUE,"27-07-2020","IPR013098","Immunoglobulin I-set",""
"47","g10133",-1.50067047875212,7.13528855893931,-7.5237701587584,7.94036314425993e-08,5.67787446955489e-07,7.18407673235149,"g10133.t1","9f2b7d9c4b0b50ef2fa9c4e0540624dd",1316,"Pfam","PF13855","Leucine rich repeat",50,109,"1.1E-11",TRUE,"27-07-2020","IPR001611","Leucine-rich repeat","GO:0005515"
"48","g10133",-1.50067047875212,7.13528855893931,-7.5237701587584,7.94036314425993e-08,5.67787446955489e-07,7.18407673235149,"g10133.t1","9f2b7d9c4b0b50ef2fa9c4e0540624dd",1316,"SignalP_EUK","SignalP-noTM","",1,19,"-",TRUE,"27-07-2020","","",""
"49","g10133",-1.50067047875212,7.13528855893931,-7.5237701587584,7.94036314425993e-08,5.67787446955489e-07,7.18407673235149,"g10133.t1","9f2b7d9c4b0b50ef2fa9c4e0540624dd",1316,"Pfam","PF07679","Immunoglobulin I-set domain",340,413,"4.2E-9",TRUE,"27-07-2020","IPR013098","Immunoglobulin I-set",""
"50","g10133",-1.50067047875212,7.13528855893931,-7.5237701587584,7.94036314425993e-08,5.67787446955489e-07,7.18407673235149,"g10133.t1","9f2b7d9c4b0b50ef2fa9c4e0540624dd",1316,"Pfam","PF07679","Immunoglobulin I-set domain",430,517,"2.7E-16",TRUE,"27-07-2020","IPR013098","Immunoglobulin I-set",""
"51","g10143",1.42639883717703,2.19923723413057,7.27874237575904,1.40466241313119e-07,9.08138468406784e-07,7.4701884458659,"g10143.t1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"52","g10146",4.70245334404369,1.54521579036487,7.9625593438965,2.91574085140628e-08,2.51609935814903e-07,9.1218772727239,"g10146.t1","0944619d0be8a7ec8952f00ef287b6e5",823,"Pfam","PF07782","DC-STAMP-like protein",419,607,"1.4E-33",TRUE,"27-07-2020","IPR012858","Dendritic cell-specific transmembrane protein-like","GO:0016021"
"53","g10157",-4.02674896876965,0.782501341681027,-7.15284342986508,1.88871832490158e-07,1.16027456990759e-06,7.30666728809943,"g10157.t1","5de6a9fcf5957f7fbcd5eb8f7651de27",429,"SignalP_EUK","SignalP-noTM","",1,18,"-",TRUE,"27-07-2020","","",""
"54","g10157",-4.02674896876965,0.782501341681027,-7.15284342986508,1.88871832490158e-07,1.16027456990759e-06,7.30666728809943,"g10157.t2","ab7eb84ed94f990bc0f3ca4e6d875d2e",345,"SignalP_EUK","SignalP-noTM","",1,18,"-",TRUE,"27-07-2020","","",""
"55","g10159",-1.23123014040274,9.16863949681711,-9.39470099579544,1.32353140167511e-09,1.98390313913117e-08,11.3278898994295,"g10159.t1","3de1b1fc0ba216d08991e8044a6ec637",926,"Pfam","PF13927","Immunoglobulin domain",626,703,"1.0E-9",TRUE,"27-07-2020","","",""
"56","g10159",-1.23123014040274,9.16863949681711,-9.39470099579544,1.32353140167511e-09,1.98390313913117e-08,11.3278898994295,"g10159.t1","3de1b1fc0ba216d08991e8044a6ec637",926,"Pfam","PF13927","Immunoglobulin domain",736,796,"3.5E-7",TRUE,"27-07-2020","","",""
"57","g10159",-1.23123014040274,9.16863949681711,-9.39470099579544,1.32353140167511e-09,1.98390313913117e-08,11.3278898994295,"g10159.t1","3de1b1fc0ba216d08991e8044a6ec637",926,"Pfam","PF00041","Fibronectin type III domain",813,897,"1.5E-9",TRUE,"27-07-2020","IPR003961","Fibronectin type III","GO:0005515"
"58","g10159",-1.23123014040274,9.16863949681711,-9.39470099579544,1.32353140167511e-09,1.98390313913117e-08,11.3278898994295,"g10159.t1","3de1b1fc0ba216d08991e8044a6ec637",926,"Pfam","PF13927","Immunoglobulin domain",412,493,"4.1E-7",TRUE,"27-07-2020","","",""
"59","g10159",-1.23123014040274,9.16863949681711,-9.39470099579544,1.32353140167511e-09,1.98390313913117e-08,11.3278898994295,"g10159.t1","3de1b1fc0ba216d08991e8044a6ec637",926,"SignalP_EUK","SignalP-noTM","",1,18,"-",TRUE,"27-07-2020","","",""
"60","g10159",-1.23123014040274,9.16863949681711,-9.39470099579544,1.32353140167511e-09,1.98390313913117e-08,11.3278898994295,"g10159.t1","3de1b1fc0ba216d08991e8044a6ec637",926,"Pfam","PF13927","Immunoglobulin domain",220,294,"1.5E-7",TRUE,"27-07-2020","","",""
"61","g10160",-1.30423190419151,3.97718491807966,-8.60662909891847,7.01786425181587e-09,7.76271013907349e-08,10.1055614417186,"g10160.t1","4d6dfda25c6a265b0d4c5ab03d4a6108",476,"Pfam","PF07679","Immunoglobulin I-set domain",257,333,"2.9E-5",TRUE,"27-07-2020","IPR013098","Immunoglobulin I-set",""
"62","g10161",-1.65205959281167,4.09517818881241,-9.80872380561527,5.68975075611168e-10,9.90502664125699e-09,12.6328840787514,"g10161.t1","6ce5a2327b7447815de5e76ee8a905a0",436,"Pfam","PF07679","Immunoglobulin I-set domain",119,204,"1.2E-11",TRUE,"27-07-2020","IPR013098","Immunoglobulin I-set",""
"63","g10161",-1.65205959281167,4.09517818881241,-9.80872380561527,5.68975075611168e-10,9.90502664125699e-09,12.6328840787514,"g10161.t1","6ce5a2327b7447815de5e76ee8a905a0",436,"SignalP_EUK","SignalP-noTM","",1,21,"-",TRUE,"27-07-2020","","",""
"64","g10161",-1.65205959281167,4.09517818881241,-9.80872380561527,5.68975075611168e-10,9.90502664125699e-09,12.6328840787514,"g10161.t1","6ce5a2327b7447815de5e76ee8a905a0",436,"Pfam","PF07679","Immunoglobulin I-set domain",229,299,"9.9E-6",TRUE,"27-07-2020","IPR013098","Immunoglobulin I-set",""
"65","g10172",-1.26130231084584,5.55804058615064,-9.09747459225546,2.45942526861383e-09,3.28431370094307e-08,10.8639330014651,"g10172.t1","9331d836e008912a258eb7d917988b0c",534,"Pfam","PF00047","Immunoglobulin domain",224,292,"1.4E-6",TRUE,"27-07-2020","IPR013151","Immunoglobulin",""
"66","g10172",-1.26130231084584,5.55804058615064,-9.09747459225546,2.45942526861383e-09,3.28431370094307e-08,10.8639330014651,"g10172.t1","9331d836e008912a258eb7d917988b0c",534,"Pfam","PF13927","Immunoglobulin domain",308,388,"1.3E-9",TRUE,"27-07-2020","","",""
"67","g10176",-1.81632039745702,1.7429214330923,-7.27270074360845,1.42469812885372e-07,9.18557951096234e-07,7.46174995769986,"g10176.t1","090d6100fcba4676ecdb6a3524de0db7",649,"Pfam","PF07731","Multicopper oxidase",503,626,"3.6E-27",TRUE,"27-07-2020","IPR011706","Multicopper oxidase, type 2","GO:0005507|GO:0016491|GO:0055114"
"68","g10176",-1.81632039745702,1.7429214330923,-7.27270074360845,1.42469812885372e-07,9.18557951096234e-07,7.46174995769986,"g10176.t1","090d6100fcba4676ecdb6a3524de0db7",649,"SignalP_EUK","SignalP-noTM","",1,18,"-",TRUE,"27-07-2020","","",""
"69","g10176",-1.81632039745702,1.7429214330923,-7.27270074360845,1.42469812885372e-07,9.18557951096234e-07,7.46174995769986,"g10176.t1","090d6100fcba4676ecdb6a3524de0db7",649,"Pfam","PF00394","Multicopper oxidase",223,375,"5.2E-32",TRUE,"27-07-2020","IPR001117","Multicopper oxidase, type 1","GO:0055114"
"70","g10176",-1.81632039745702,1.7429214330923,-7.27270074360845,1.42469812885372e-07,9.18557951096234e-07,7.46174995769986,"g10176.t1","090d6100fcba4676ecdb6a3524de0db7",649,"Pfam","PF07732","Multicopper oxidase",97,208,"3.6E-32",TRUE,"27-07-2020","IPR011707","Multicopper oxidase, type 3","GO:0005507"
"71","g10177",-2.1481699392028,2.53076610461225,-7.71490691101803,5.11632252442093e-08,4.01868165104181e-07,8.36126676085249,"g10177.t1","49192896ffc4fabbfc1bad9a8dc6bbc2",649,"Pfam","PF00394","Multicopper oxidase",223,375,"6.2E-29",TRUE,"27-07-2020","IPR001117","Multicopper oxidase, type 1","GO:0055114"
"72","g10177",-2.1481699392028,2.53076610461225,-7.71490691101803,5.11632252442093e-08,4.01868165104181e-07,8.36126676085249,"g10177.t1","49192896ffc4fabbfc1bad9a8dc6bbc2",649,"Pfam","PF07731","Multicopper oxidase",508,626,"7.1E-27",TRUE,"27-07-2020","IPR011706","Multicopper oxidase, type 2","GO:0005507|GO:0016491|GO:0055114"
"73","g10177",-2.1481699392028,2.53076610461225,-7.71490691101803,5.11632252442093e-08,4.01868165104181e-07,8.36126676085249,"g10177.t1","49192896ffc4fabbfc1bad9a8dc6bbc2",649,"SignalP_EUK","SignalP-noTM","",1,18,"-",TRUE,"27-07-2020","","",""
"74","g10177",-2.1481699392028,2.53076610461225,-7.71490691101803,5.11632252442093e-08,4.01868165104181e-07,8.36126676085249,"g10177.t1","49192896ffc4fabbfc1bad9a8dc6bbc2",649,"Pfam","PF07732","Multicopper oxidase",97,207,"4.0E-34",TRUE,"27-07-2020","IPR011707","Multicopper oxidase, type 3","GO:0005507"
"75","g10180",-1.78995375931317,2.91663217303231,-8.36205426240519,1.19747248741221e-08,1.19613274728244e-07,9.79932822652022,"g10180.t1","f9b31a233178e7b391b08a01529a5ce6",655,"Pfam","PF00394","Multicopper oxidase",225,377,"2.2E-28",TRUE,"27-07-2020","IPR001117","Multicopper oxidase, type 1","GO:0055114"
"76","g10180",-1.78995375931317,2.91663217303231,-8.36205426240519,1.19747248741221e-08,1.19613274728244e-07,9.79932822652022,"g10180.t1","f9b31a233178e7b391b08a01529a5ce6",655,"Pfam","PF07732","Multicopper oxidase",102,207,"2.2E-34",TRUE,"27-07-2020","IPR011707","Multicopper oxidase, type 3","GO:0005507"
"77","g10180",-1.78995375931317,2.91663217303231,-8.36205426240519,1.19747248741221e-08,1.19613274728244e-07,9.79932822652022,"g10180.t1","f9b31a233178e7b391b08a01529a5ce6",655,"Pfam","PF07731","Multicopper oxidase",513,633,"1.2E-27",TRUE,"27-07-2020","IPR011706","Multicopper oxidase, type 2","GO:0005507|GO:0016491|GO:0055114"
"78","g10180",-1.78995375931317,2.91663217303231,-8.36205426240519,1.19747248741221e-08,1.19613274728244e-07,9.79932822652022,"g10180.t1","f9b31a233178e7b391b08a01529a5ce6",655,"SignalP_EUK","SignalP-noTM","",1,21,"-",TRUE,"27-07-2020","","",""
"79","g10203",1.30361268699543,6.8116483216675,12.5254687701451,3.7042248104345e-12,1.73193294191612e-10,17.4305236873443,"g10203.t1","0286fdf35c7b2f4c711a748859054c28",612,"Pfam","PF00754","F5/8 type C domain",452,556,"8.3E-7",TRUE,"27-07-2020","IPR000421","Coagulation factor 5/8 C-terminal domain",""
"80","g10203",1.30361268699543,6.8116483216675,12.5254687701451,3.7042248104345e-12,1.73193294191612e-10,17.4305236873443,"g10203.t1","0286fdf35c7b2f4c711a748859054c28",612,"Pfam","PF00754","F5/8 type C domain",300,410,"1.5E-7",TRUE,"27-07-2020","IPR000421","Coagulation factor 5/8 C-terminal domain",""
"81","g10203",1.30361268699543,6.8116483216675,12.5254687701451,3.7042248104345e-12,1.73193294191612e-10,17.4305236873443,"g10203.t1","0286fdf35c7b2f4c711a748859054c28",612,"Pfam","PF07707","BTB And C-terminal Kelch",146,246,"5.2E-21",TRUE,"27-07-2020","IPR011705","BTB/Kelch-associated",""
"82","g10203",1.30361268699543,6.8116483216675,12.5254687701451,3.7042248104345e-12,1.73193294191612e-10,17.4305236873443,"g10203.t1","0286fdf35c7b2f4c711a748859054c28",612,"Pfam","PF00651","BTB/POZ domain",36,139,"1.9E-24",TRUE,"27-07-2020","IPR000210","BTB/POZ domain","GO:0005515"
"83","g10213",3.17042580908484,5.58115917251643,13.5536363718369,6.76018194662316e-13,4.47868025855963e-11,19.4153532288319,"g10213.t1","5d4c9431122c7983e5589b8166554689",736,"Pfam","PF18409","Polo-like Kinase 4 Polo Box 2",601,710,"3.5E-31",TRUE,"27-07-2020","IPR033698","Plk4, second cryptic polo-box domain",""
"84","g10213",3.17042580908484,5.58115917251643,13.5536363718369,6.76018194662316e-13,4.47868025855963e-11,19.4153532288319,"g10213.t1","5d4c9431122c7983e5589b8166554689",736,"Pfam","PF00069","Protein kinase domain",30,275,"1.8E-70",TRUE,"27-07-2020","IPR000719","Protein kinase domain","GO:0004672|GO:0005524|GO:0006468"
"85","g10213",3.17042580908484,5.58115917251643,13.5536363718369,6.76018194662316e-13,4.47868025855963e-11,19.4153532288319,"g10213.t1","5d4c9431122c7983e5589b8166554689",736,"Pfam","PF18190","Polo-like Kinase 4 Polo Box 1",491,599,"1.6E-32",TRUE,"27-07-2020","IPR033699","Plk4, first cryptic polo-box domain",""
"86","g1022",1.71452515012187,2.73989332243779,9.290734419335,1.641714556162e-09,2.35685346198173e-08,11.8595318479745,"g1022.t1","95b44191fa9180bc663b67e5e136948b",470,"Pfam","PF03261","Cyclin-dependent kinase 5 activator protein",80,459,"3.7E-119",TRUE,"27-07-2020","IPR004944","Cyclin-dependent kinase 5 activator","GO:0016533|GO:0061575"
"87","g10223",12.7532469105149,1.05983058940442,13.4926247244053,7.45726700609886e-13,4.85023324241426e-11,17.3265641970953,"g10223.t1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
