"","genes","logFC","AveExpr","t","P.Value","adj.P.Val","B","tid","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14"
"27","g10052",4.28565072851526,0.287867067739511,7.32813034485226,1.25131692731604e-07,8.13279759666894e-07,7.71034174394483,"g10052.t1","ef0111a5efce8e5f91819b7002b7167e",358,"SignalP_EUK","SignalP-noTM","",1,18,"-",TRUE,"27-07-2020","","",""
"28","g10053",6.77464914906814,1.27266773637084,6.03219258138837,2.86737641649116e-06,1.16541167207442e-05,4.69987346730883,"g10053.t1","cdbf256e5761f0b1f6180bbdcd198c96",428,"SignalP_EUK","SignalP-noTM","",1,17,"-",TRUE,"27-07-2020","","",""
"29","g10054",7.55427186255785,0.000114737556860145,6.74011270479191,5.05590516902433e-07,2.61714980712416e-06,6.32210784495476,"g10054.t1","07dc0d4805c13710ffc8489518463fb1",496,"SignalP_EUK","SignalP-noTM","",1,18,"-",TRUE,"27-07-2020","","",""
"30","g10057",-1.53700432131919,5.0165069904435,-6.62709390306419,6.6446402689527e-07,3.28708074940882e-06,5.16810614606186,"g10057.t1","482dc2ccafa36c434a63fe14f7de5849",477,"SignalP_EUK","SignalP-noTM","",1,19,"-",TRUE,"27-07-2020","","",""
"31","g10057",-1.53700432131919,5.0165069904435,-6.62709390306419,6.6446402689527e-07,3.28708074940882e-06,5.16810614606186,"g10057.t1","482dc2ccafa36c434a63fe14f7de5849",477,"Pfam","PF00328","Histidine phosphatase superfamily (branch 2)",193,404,"9.7E-7",TRUE,"27-07-2020","IPR000560","Histidine phosphatase superfamily, clade-2",""
"32","g10059",-0.973186010695554,5.27280252534913,-5.6665632390631,7.16965934176526e-06,2.59305445599454e-05,2.74796082316264,"g10059.t1","fafce3af3b9e5b29cbde9fe63049553b",480,"SignalP_EUK","SignalP-noTM","",1,19,"-",TRUE,"27-07-2020","","",""
"33","g10059",-0.973186010695554,5.27280252534913,-5.6665632390631,7.16965934176526e-06,2.59305445599454e-05,2.74796082316264,"g10059.t1","fafce3af3b9e5b29cbde9fe63049553b",480,"Pfam","PF00328","Histidine phosphatase superfamily (branch 2)",215,409,"1.2E-10",TRUE,"27-07-2020","IPR000560","Histidine phosphatase superfamily, clade-2",""
"34","g10065",-0.81589148299151,10.8894426991537,-7.53629411160615,7.71381721374219e-08,5.43301140091075e-07,7.09716070048773,"g10065.t1","af9afc5257cc3a55fb5276122bd6ea27",298,"Pfam","PF00153","Mitochondrial carrier protein",112,203,"1.7E-25",TRUE,"27-07-2020","IPR018108","Mitochondrial substrate/solute carrier",""
"35","g10065",-0.81589148299151,10.8894426991537,-7.53629411160615,7.71381721374219e-08,5.43301140091075e-07,7.09716070048773,"g10065.t1","af9afc5257cc3a55fb5276122bd6ea27",298,"Pfam","PF00153","Mitochondrial carrier protein",209,298,"2.2E-14",TRUE,"27-07-2020","IPR018108","Mitochondrial substrate/solute carrier",""
"36","g10065",-0.81589148299151,10.8894426991537,-7.53629411160615,7.71381721374219e-08,5.43301140091075e-07,7.09716070048773,"g10065.t1","af9afc5257cc3a55fb5276122bd6ea27",298,"Pfam","PF00153","Mitochondrial carrier protein",8,102,"2.4E-25",TRUE,"27-07-2020","IPR018108","Mitochondrial substrate/solute carrier",""
"37","g10084",-0.695709419651818,7.22455328316888,-6.15354553264448,2.121332863168e-06,8.93772356214313e-06,3.76408451854064,"g10084.t1","aa01d38e4a2cedb813c8a3f09c608098",633,"Pfam","PF01926","50S ribosome-binding GTPase",330,390,"9.0E-14",TRUE,"27-07-2020","IPR006073","GTP binding domain","GO:0005525"
"38","g10084",-0.695709419651818,7.22455328316888,-6.15354553264448,2.121332863168e-06,8.93772356214313e-06,3.76408451854064,"g10084.t1","aa01d38e4a2cedb813c8a3f09c608098",633,"Pfam","PF08153","NGP1NT (NUC091) domain",61,191,"4.7E-50",TRUE,"27-07-2020","IPR012971","Nucleolar GTP-binding protein 2, N-terminal domain",""
"39","g10087",-0.678773467638705,4.37548553744756,-6.16324396512027,2.07098781760301e-06,8.74920022357791e-06,4.1563253925278,"g10087.t1","44b523c437fdf88abf6dc7981098f7cf",326,"Pfam","PF04923","Ninjurin",92,194,"2.7E-27",TRUE,"27-07-2020","IPR007007","Ninjurin","GO:0007155|GO:0016021|GO:0042246"
"40","g10088",-1.98963741309924,3.39968666473726,-6.8045316695679,4.32966791026375e-07,2.29507898358878e-06,5.96487289789578,"g10088.t1","cbc48506036317157d3a7dcd93b6c62f",229,"Pfam","PF04923","Ninjurin",109,211,"1.2E-25",TRUE,"27-07-2020","IPR007007","Ninjurin","GO:0007155|GO:0016021|GO:0042246"
"41","g10089",3.21519065072444,3.86167600850721,8.45551882406398,9.75384931876814e-09,9.74293664771357e-08,9.90063225053244,"g10089.t1","0c3cb586b3a7de11533ab1f5d3f29372",546,"Pfam","PF04923","Ninjurin",123,225,"1.2E-23",TRUE,"27-07-2020","IPR007007","Ninjurin","GO:0007155|GO:0016021|GO:0042246"
"42","g10089",3.21519065072444,3.86167600850721,8.45551882406398,9.75384931876814e-09,9.74293664771357e-08,9.90063225053244,"g10089.t1","0c3cb586b3a7de11533ab1f5d3f29372",546,"Pfam","PF00445","Ribonuclease T2 family",279,475,"3.1E-33",TRUE,"27-07-2020","IPR001568","Ribonuclease T2-like","GO:0003723|GO:0033897"
"43","g10090",7.79535384654051,1.23349278579291,6.18079655222952,1.98293938918163e-06,8.42659351943932e-06,5.06229285542876,"g10090.t1","337caf6186b03dae6ecd757adbf99c9f",310,"Pfam","PF00445","Ribonuclease T2 family",61,257,"1.0E-31",TRUE,"27-07-2020","IPR001568","Ribonuclease T2-like","GO:0003723|GO:0033897"
"44","g10091",5.06288949681819,2.72429881997227,5.20645313305032,2.30650830280988e-05,7.22069196349681e-05,2.52229376420444,"g10091.t1","1b316b39a5e40eedbaace3af7ed85a71",271,"Pfam","PF00445","Ribonuclease T2 family",57,252,"2.7E-34",TRUE,"27-07-2020","IPR001568","Ribonuclease T2-like","GO:0003723|GO:0033897"
"45","g10093",-0.347752111848215,4.85313105806145,-5.6317198418635,7.82876991112282e-06,2.79903903630133e-05,2.70031835843278,"g10093.t1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"46","g10094",0.596413851134744,4.94618044793637,10.044750431174,3.55038795593531e-10,6.89091343538624e-09,12.8874016676258,"g10094.t1","16456019863706e7db4d1504b083d6fb",1236,"Pfam","PF00533","BRCA1 C Terminus (BRCT) domain",402,476,"3.3E-6",TRUE,"27-07-2020","IPR001357","BRCT domain",""
"47","g10094",0.596413851134744,4.94618044793637,10.044750431174,3.55038795593531e-10,6.89091343538624e-09,12.8874016676258,"g10094.t1","16456019863706e7db4d1504b083d6fb",1236,"Pfam","PF00533","BRCA1 C Terminus (BRCT) domain",674,757,"7.4E-13",TRUE,"27-07-2020","IPR001357","BRCT domain",""
"48","g10094",0.596413851134744,4.94618044793637,10.044750431174,3.55038795593531e-10,6.89091343538624e-09,12.8874016676258,"g10094.t1","16456019863706e7db4d1504b083d6fb",1236,"Pfam","PF00533","BRCA1 C Terminus (BRCT) domain",1014,1084,"3.0E-5",TRUE,"27-07-2020","IPR001357","BRCT domain",""
"49","g10094",0.596413851134744,4.94618044793637,10.044750431174,3.55038795593531e-10,6.89091343538624e-09,12.8874016676258,"g10094.t1","16456019863706e7db4d1504b083d6fb",1236,"Pfam","PF12738","twin BRCT domain",115,177,"6.1E-12",TRUE,"27-07-2020","IPR001357","BRCT domain",""
"50","g10094",0.596413851134744,4.94618044793637,10.044750431174,3.55038795593531e-10,6.89091343538624e-09,12.8874016676258,"g10094.t1","16456019863706e7db4d1504b083d6fb",1236,"Pfam","PF16589","BRCT domain, a BRCA1 C-terminus domain",584,665,"1.9E-7",TRUE,"27-07-2020","IPR001357","BRCT domain",""
"51","g10094",0.596413851134744,4.94618044793637,10.044750431174,3.55038795593531e-10,6.89091343538624e-09,12.8874016676258,"g10094.t1","16456019863706e7db4d1504b083d6fb",1236,"Pfam","PF12738","twin BRCT domain",210,272,"1.5E-11",TRUE,"27-07-2020","IPR001357","BRCT domain",""
"52","g10098",0.401254120841448,5.22574841905343,6.44047874679497,1.04674797666185e-06,4.87117431198375e-06,4.67350313326003,"g10098.t1","0fa1c1b8b272b891f01c801c92f0bb0a",582,"Pfam","PF06209","Cofactor of BRCA1 (COBRA1)",107,580,"1.9E-240",TRUE,"27-07-2020","IPR010405","Cofactor of BRCA1","GO:0005634|GO:0045892"
"53","g10101",1.02236523376873,3.97131501937135,6.31284415207266,1.43159296754597e-06,6.35288439018212e-06,4.67201421724742,"g10101.t1","c76d1d9ae168cd2abaa92e7146290ccc",184,"Pfam","PF00179","Ubiquitin-conjugating enzyme",30,144,"1.4E-36",TRUE,"27-07-2020","IPR000608","Ubiquitin-conjugating enzyme E2",""
"54","g10105",0.600915447750481,4.04145203151154,6.92131208633362,3.27288129600716e-07,1.81924848558667e-06,6.14891256387052,"g10105.t1","e6bc3ab66539fa4578a3a905d1f7bb24",650,"Pfam","PF13481","AAA domain",376,555,"6.0E-25",TRUE,"27-07-2020","","",""
"55","g10107",-2.63425862401845,1.68279969457696,-6.0714897454905,2.60035701504806e-06,1.06893430552809e-05,4.52007152490082,"g10107.t1","650d66c0c69ed0cf313ab067c29b902a",532,"SignalP_EUK","SignalP-noTM","",1,21,"-",TRUE,"27-07-2020","","",""
"56","g10107",-2.63425862401845,1.68279969457696,-6.0714897454905,2.60035701504806e-06,1.06893430552809e-05,4.52007152490082,"g10107.t1","650d66c0c69ed0cf313ab067c29b902a",532,"Pfam","PF05577","Serine carboxypeptidase S28",68,490,"1.4E-140",TRUE,"27-07-2020","IPR008758","Peptidase S28","GO:0006508|GO:0008236"
"57","g10110",-0.718541637787536,5.23018250059762,-5.78349828085877,5.3411839191858e-06,2.00564504908501e-05,3.02144650240263,"g10110.t1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"58","g10120",-0.319042685634263,6.11764392312454,-6.88779136856546,3.54599682703647e-07,1.94738999736692e-06,5.64839810492222,"g10120.t1","1912db404d2ecd4de54a8cd4882afb2c",148,"Pfam","PF01381","Helix-turn-helix",80,131,"1.4E-14",TRUE,"27-07-2020","IPR001387","Cro/C1-type helix-turn-helix domain",""
"59","g10120",-0.319042685634263,6.11764392312454,-6.88779136856546,3.54599682703647e-07,1.94738999736692e-06,5.64839810492222,"g10120.t1","1912db404d2ecd4de54a8cd4882afb2c",148,"Pfam","PF08523","Multiprotein bridging factor 1",4,72,"1.1E-24",TRUE,"27-07-2020","IPR013729","Multiprotein bridging factor 1, N-terminal",""
"60","g10122",7.25346872527666,0.633964406321492,10.2613202478168,2.31726294291946e-10,4.90919354992056e-09,13.4881005055314,"g10122.t1","12c400add9d9b6b4718eb7387f0d7733",251,"SignalP_EUK","SignalP-noTM","",1,18,"-",TRUE,"27-07-2020","","",""
"61","g10122",7.25346872527666,0.633964406321492,10.2613202478168,2.31726294291946e-10,4.90919354992056e-09,13.4881005055314,"g10122.t1","12c400add9d9b6b4718eb7387f0d7733",251,"Pfam","PF00188","Cysteine-rich secretory protein family",62,183,"6.2E-10",TRUE,"27-07-2020","IPR014044","CAP domain",""
"62","g10123",4.77346844885588,-1.34392907819796,6.41926905361794,1.10251272608038e-06,5.08136949392358e-06,5.58354487477122,"g10123.t1","c7304e9945967a69ed28996652bdb3fa",247,"SignalP_EUK","SignalP-noTM","",1,16,"-",TRUE,"27-07-2020","","",""
"63","g10123",4.77346844885588,-1.34392907819796,6.41926905361794,1.10251272608038e-06,5.08136949392358e-06,5.58354487477122,"g10123.t1","c7304e9945967a69ed28996652bdb3fa",247,"Pfam","PF00188","Cysteine-rich secretory protein family",74,182,"1.8E-10",TRUE,"27-07-2020","IPR014044","CAP domain",""
"64","g10124",1.76501818388032,-1.01963535747368,6.65633015838914,6.19026956248902e-07,3.10490936764863e-06,6.16663081461981,"g10124.t1","6f3209cd7dee8ccdd58651fbca34839b",423,"SignalP_EUK","SignalP-noTM","",1,23,"-",TRUE,"27-07-2020","","",""
"65","g10125",6.18393017341554,3.19583761349437,8.24258413141034,1.5591143506938e-08,1.43433930133258e-07,9.70817456316093,"g10125.t1","6372609035accb11e5f6293a6adabbae",172,"Pfam","PF00188","Cysteine-rich secretory protein family",31,150,"7.9E-18",TRUE,"27-07-2020","IPR014044","CAP domain",""
"66","g10127",1.12861891835238,4.28371279606578,9.49307706410229,1.08083082472816e-09,1.66648825105496e-08,11.9341236704926,"g10127.t1","4212fba4e4d20e8bc6b1aa30795f3b1a",344,"Pfam","PF11717","RNA binding activity-knot of a chromodomain",14,65,"9.1E-14",TRUE,"27-07-2020","IPR025995","RNA binding activity-knot of a chromodomain",""
"67","g10127",1.12861891835238,4.28371279606578,9.49307706410229,1.08083082472816e-09,1.66648825105496e-08,11.9341236704926,"g10127.t1","4212fba4e4d20e8bc6b1aa30795f3b1a",344,"Pfam","PF05712","MRG",163,333,"6.0E-48",TRUE,"27-07-2020","IPR026541","MRG domain",""
"68","g10128",-3.24394608259191,7.53960433754446,-6.89019190145041,3.52568590087141e-07,1.94021382317106e-06,5.60161691136045,"g10128.t1","5fa964e624821c3f6ee61edca5813949",1320,"Pfam","PF13855","Leucine rich repeat",73,132,"6.5E-16",TRUE,"27-07-2020","IPR001611","Leucine-rich repeat","GO:0005515"
"69","g10128",-3.24394608259191,7.53960433754446,-6.89019190145041,3.52568590087141e-07,1.94021382317106e-06,5.60161691136045,"g10128.t1","5fa964e624821c3f6ee61edca5813949",1320,"Pfam","PF13927","Immunoglobulin domain",339,409,"4.6E-8",TRUE,"27-07-2020","","",""
"70","g10128",-3.24394608259191,7.53960433754446,-6.89019190145041,3.52568590087141e-07,1.94021382317106e-06,5.60161691136045,"g10128.t1","5fa964e624821c3f6ee61edca5813949",1320,"Pfam","PF13927","Immunoglobulin domain",232,305,"2.7E-14",TRUE,"27-07-2020","","",""
"71","g10128",-3.24394608259191,7.53960433754446,-6.89019190145041,3.52568590087141e-07,1.94021382317106e-06,5.60161691136045,"g10128.t1","5fa964e624821c3f6ee61edca5813949",1320,"Pfam","PF07679","Immunoglobulin I-set domain",445,518,"2.1E-15",TRUE,"27-07-2020","IPR013098","Immunoglobulin I-set",""
"72","g10128",-3.24394608259191,7.53960433754446,-6.89019190145041,3.52568590087141e-07,1.94021382317106e-06,5.60161691136045,"g10128.t1","5fa964e624821c3f6ee61edca5813949",1320,"Pfam","PF07679","Immunoglobulin I-set domain",526,613,"1.5E-17",TRUE,"27-07-2020","IPR013098","Immunoglobulin I-set",""
"73","g10128",-3.24394608259191,7.53960433754446,-6.89019190145041,3.52568590087141e-07,1.94021382317106e-06,5.60161691136045,"g10128.t1","5fa964e624821c3f6ee61edca5813949",1320,"Pfam","PF03098","Animal haem peroxidase",746,1292,"7.4E-187",TRUE,"27-07-2020","IPR019791","Haem peroxidase, animal-type",""
"74","g10128",-3.24394608259191,7.53960433754446,-6.89019190145041,3.52568590087141e-07,1.94021382317106e-06,5.60161691136045,"g10128.t1","5fa964e624821c3f6ee61edca5813949",1320,"SignalP_EUK","SignalP-noTM","",1,19,"-",TRUE,"27-07-2020","","",""
"75","g10133",-1.65250718365353,7.13528855893931,-8.31286064501747,1.33462436778866e-08,1.25932925373274e-07,8.94563605813818,"g10133.t1","9f2b7d9c4b0b50ef2fa9c4e0540624dd",1316,"Pfam","PF13855","Leucine rich repeat",122,181,"1.3E-10",TRUE,"27-07-2020","IPR001611","Leucine-rich repeat","GO:0005515"
"76","g10133",-1.65250718365353,7.13528855893931,-8.31286064501747,1.33462436778866e-08,1.25932925373274e-07,8.94563605813818,"g10133.t1","9f2b7d9c4b0b50ef2fa9c4e0540624dd",1316,"Pfam","PF07679","Immunoglobulin I-set domain",525,612,"1.0E-15",TRUE,"27-07-2020","IPR013098","Immunoglobulin I-set",""
"77","g10133",-1.65250718365353,7.13528855893931,-8.31286064501747,1.33462436778866e-08,1.25932925373274e-07,8.94563605813818,"g10133.t1","9f2b7d9c4b0b50ef2fa9c4e0540624dd",1316,"Pfam","PF13855","Leucine rich repeat",50,109,"1.1E-11",TRUE,"27-07-2020","IPR001611","Leucine-rich repeat","GO:0005515"
"78","g10133",-1.65250718365353,7.13528855893931,-8.31286064501747,1.33462436778866e-08,1.25932925373274e-07,8.94563605813818,"g10133.t1","9f2b7d9c4b0b50ef2fa9c4e0540624dd",1316,"Pfam","PF07679","Immunoglobulin I-set domain",340,413,"4.2E-9",TRUE,"27-07-2020","IPR013098","Immunoglobulin I-set",""
"79","g10133",-1.65250718365353,7.13528855893931,-8.31286064501747,1.33462436778866e-08,1.25932925373274e-07,8.94563605813818,"g10133.t1","9f2b7d9c4b0b50ef2fa9c4e0540624dd",1316,"Pfam","PF03098","Animal haem peroxidase",741,1287,"5.0E-191",TRUE,"27-07-2020","IPR019791","Haem peroxidase, animal-type",""
"80","g10133",-1.65250718365353,7.13528855893931,-8.31286064501747,1.33462436778866e-08,1.25932925373274e-07,8.94563605813818,"g10133.t1","9f2b7d9c4b0b50ef2fa9c4e0540624dd",1316,"SignalP_EUK","SignalP-noTM","",1,19,"-",TRUE,"27-07-2020","","",""
"81","g10133",-1.65250718365353,7.13528855893931,-8.31286064501747,1.33462436778866e-08,1.25932925373274e-07,8.94563605813818,"g10133.t1","9f2b7d9c4b0b50ef2fa9c4e0540624dd",1316,"Pfam","PF13927","Immunoglobulin domain",234,309,"2.2E-12",TRUE,"27-07-2020","","",""
"82","g10133",-1.65250718365353,7.13528855893931,-8.31286064501747,1.33462436778866e-08,1.25932925373274e-07,8.94563605813818,"g10133.t1","9f2b7d9c4b0b50ef2fa9c4e0540624dd",1316,"Pfam","PF07679","Immunoglobulin I-set domain",430,517,"2.7E-16",TRUE,"27-07-2020","IPR013098","Immunoglobulin I-set",""
"83","g10141",1.24876568268043,2.1044374666615,6.01679677915018,2.97943948761298e-06,1.20625158612083e-05,4.37514486358977,"g10141.t1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"84","g10143",1.31890369745519,2.19923723413057,6.96619903469817,2.94045047633579e-07,1.65756181541851e-06,6.67285213402557,"g10143.t1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"85","g10145",0.454885293337531,4.15419443901563,5.85063131790423,4.51300660063256e-06,1.73390083514877e-05,3.46923483434785,"g10145.t1","f26d55e359b4dae378702d1ff0df972f",687,"Pfam","PF00249","Myb-like DNA-binding domain",423,464,"3.9E-9",TRUE,"27-07-2020","IPR001005","SANT/Myb domain",""
"86","g10146",5.39160767316583,1.54521579036487,8.40459334834654,1.09057408845519e-08,1.06885382041016e-07,10.0716412380455,"g10146.t1","0944619d0be8a7ec8952f00ef287b6e5",823,"Pfam","PF07782","DC-STAMP-like protein",419,607,"1.4E-33",TRUE,"27-07-2020","IPR012858","Dendritic cell-specific transmembrane protein-like","GO:0016021"
"87","g10152",0.458292121352384,4.72003432774993,6.79424009701046,4.43811848233168e-07,2.34197251407928e-06,5.66083334849399,"g10152.t1","c56d4adf4207a3b91dfe197fa3344a73",802,"Pfam","PF01853","MOZ/SAS family",576,753,"2.1E-81",TRUE,"27-07-2020","IPR002717","Histone acetyltransferase domain, MYST-type","GO:0004402|GO:0006355|GO:0016573"
"88","g10152",0.458292121352384,4.72003432774993,6.79424009701046,4.43811848233168e-07,2.34197251407928e-06,5.66083334849399,"g10152.t1","c56d4adf4207a3b91dfe197fa3344a73",802,"Pfam","PF17772","MYST family zinc finger domain",517,571,"6.3E-23",TRUE,"27-07-2020","IPR040706","MYST, zinc finger domain",""
