"","genes","logFC","AveExpr","t","P.Value","adj.P.Val","B","gid","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14"
"11","g10042.t1",0.851110194817502,4.74061663062318,7.6073113247931,6.82520025601277e-08,5.65383349181765e-07,7.64500345551543,"g10042","49b2ebedee84333b4b6a92f45968970a",787,"SignalP_EUK","SignalP-noTM","",1,19,"-",TRUE,"27-07-2020","","",""
"12","g10042.t1",0.851110194817502,4.74061663062318,7.6073113247931,6.82520025601277e-08,5.65383349181765e-07,7.64500345551543,"g10042","49b2ebedee84333b4b6a92f45968970a",787,"Pfam","PF01392","Fz domain",73,179,"1.5E-12",TRUE,"27-07-2020","IPR020067","Frizzled domain","GO:0005515"
"13","g10044.t1",-0.461518550175507,8.99277005359586,-7.20207657425148,1.7456619956522e-07,1.22416106602218e-06,6.27306232468182,"g10044","e2318b0ab490d69e294ea3affb5c90b1",330,"Pfam","PF01459","Eukaryotic porin",26,297,"2.9E-70",TRUE,"27-07-2020","IPR027246","Eukaryotic porin/Tom40","GO:0005741|GO:0055085"
"14","g10051.t1",-4.6380205144846,2.24033036224534,-7.72928267350708,5.16636495176002e-08,4.51563959524063e-07,8.47930012143432,"g10051","9dd6c863095d64995bf8911f720cf501",525,"Pfam","PF00328","Histidine phosphatase superfamily (branch 2)",109,391,"4.2E-10",TRUE,"27-07-2020","IPR000560","Histidine phosphatase superfamily, clade-2",""
"15","g10051.t1",-4.6380205144846,2.24033036224534,-7.72928267350708,5.16636495176002e-08,4.51563959524063e-07,8.47930012143432,"g10051","9dd6c863095d64995bf8911f720cf501",525,"SignalP_EUK","SignalP-noTM","",1,20,"-",TRUE,"27-07-2020","","",""
"16","g10052.t1",4.2308010678724,0.287868605517918,7.23426398349687,1.6189293060204e-07,1.14739109343468e-06,7.46464816075578,"g10052","ef0111a5efce8e5f91819b7002b7167e",358,"SignalP_EUK","SignalP-noTM","",1,18,"-",TRUE,"27-07-2020","","",""
"17","g10063.t1",-0.800462919488966,6.2027387511689,-8.48822552456443,9.5495441591042e-09,1.12979412663949e-07,9.39329520855947,"g10063","2fccf69e68ccf1083a78bb4f0924533c",653,"Pfam","PF00270","DEAD/DEAH box helicase",157,333,"1.4E-42",TRUE,"27-07-2020","IPR011545","DEAD/DEAH box helicase domain","GO:0003676|GO:0005524"
"18","g10063.t1",-0.800462919488966,6.2027387511689,-8.48822552456443,9.5495441591042e-09,1.12979412663949e-07,9.39329520855947,"g10063","2fccf69e68ccf1083a78bb4f0924533c",653,"Pfam","PF00271","Helicase conserved C-terminal domain",402,508,"3.1E-19",TRUE,"27-07-2020","IPR001650","Helicase, C-terminal",""
"19","g10065.t1",-0.918978707956605,10.8894442369321,-8.61095797802987,7.32043015476743e-09,9.17040294557356e-08,9.46675541785079,"g10065","af9afc5257cc3a55fb5276122bd6ea27",298,"Pfam","PF00153","Mitochondrial carrier protein",209,298,"2.2E-14",TRUE,"27-07-2020","IPR018108","Mitochondrial substrate/solute carrier",""
"20","g10065.t1",-0.918978707956605,10.8894442369321,-8.61095797802987,7.32043015476743e-09,9.17040294557356e-08,9.46675541785079,"g10065","af9afc5257cc3a55fb5276122bd6ea27",298,"Pfam","PF00153","Mitochondrial carrier protein",112,203,"1.7E-25",TRUE,"27-07-2020","IPR018108","Mitochondrial substrate/solute carrier",""
"21","g10065.t1",-0.918978707956605,10.8894442369321,-8.61095797802987,7.32043015476743e-09,9.17040294557356e-08,9.46675541785079,"g10065","af9afc5257cc3a55fb5276122bd6ea27",298,"Pfam","PF00153","Mitochondrial carrier protein",8,102,"2.4E-25",TRUE,"27-07-2020","IPR018108","Mitochondrial substrate/solute carrier",""
"22","g10089.t1",3.40496397886826,3.86167754628562,8.57713728269024,7.87522277866149e-09,9.71666807522189e-08,10.186954795534,"g10089","0c3cb586b3a7de11533ab1f5d3f29372",546,"Pfam","PF04923","Ninjurin",123,225,"1.2E-23",TRUE,"27-07-2020","IPR007007","Ninjurin","GO:0007155|GO:0016021|GO:0042246"
"23","g10089.t1",3.40496397886826,3.86167754628562,8.57713728269024,7.87522277866149e-09,9.71666807522189e-08,10.186954795534,"g10089","0c3cb586b3a7de11533ab1f5d3f29372",546,"Pfam","PF00445","Ribonuclease T2 family",279,475,"3.1E-33",TRUE,"27-07-2020","IPR001568","Ribonuclease T2-like","GO:0003723|GO:0033897"
"24","g10094.t1",0.521760118105375,4.94618198571478,8.4872359184863,9.57011206261558e-09,1.13096335785841e-07,9.57966618228434,"g10094","16456019863706e7db4d1504b083d6fb",1236,"Pfam","PF00533","BRCA1 C Terminus (BRCT) domain",402,476,"3.3E-6",TRUE,"27-07-2020","IPR001357","BRCT domain",""
"25","g10094.t1",0.521760118105375,4.94618198571478,8.4872359184863,9.57011206261558e-09,1.13096335785841e-07,9.57966618228434,"g10094","16456019863706e7db4d1504b083d6fb",1236,"Pfam","PF16589","BRCT domain, a BRCA1 C-terminus domain",584,665,"1.9E-7",TRUE,"27-07-2020","IPR001357","BRCT domain",""
"26","g10094.t1",0.521760118105375,4.94618198571478,8.4872359184863,9.57011206261558e-09,1.13096335785841e-07,9.57966618228434,"g10094","16456019863706e7db4d1504b083d6fb",1236,"Pfam","PF00533","BRCA1 C Terminus (BRCT) domain",674,757,"7.4E-13",TRUE,"27-07-2020","IPR001357","BRCT domain",""
"27","g10094.t1",0.521760118105375,4.94618198571478,8.4872359184863,9.57011206261558e-09,1.13096335785841e-07,9.57966618228434,"g10094","16456019863706e7db4d1504b083d6fb",1236,"Pfam","PF12738","twin BRCT domain",210,272,"1.5E-11",TRUE,"27-07-2020","IPR001357","BRCT domain",""
"28","g10094.t1",0.521760118105375,4.94618198571478,8.4872359184863,9.57011206261558e-09,1.13096335785841e-07,9.57966618228434,"g10094","16456019863706e7db4d1504b083d6fb",1236,"Pfam","PF00533","BRCA1 C Terminus (BRCT) domain",1014,1084,"3.0E-5",TRUE,"27-07-2020","IPR001357","BRCT domain",""
"29","g10094.t1",0.521760118105375,4.94618198571478,8.4872359184863,9.57011206261558e-09,1.13096335785841e-07,9.57966618228434,"g10094","16456019863706e7db4d1504b083d6fb",1236,"Pfam","PF12738","twin BRCT domain",115,177,"6.1E-12",TRUE,"27-07-2020","IPR001357","BRCT domain",""
"30","g10110.t1",-0.943456186372989,5.23018403837602,-7.62434143380097,6.56416517636326e-08,5.45954173869438e-07,7.54399996001696,"g10110",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","g10120.t1",-0.366190780729321,6.11764546090295,-7.81686278637827,4.23524859290295e-08,3.85117137304104e-07,7.87382364443997,"g10120","1912db404d2ecd4de54a8cd4882afb2c",148,"Pfam","PF08523","Multiprotein bridging factor 1",4,72,"1.1E-24",TRUE,"27-07-2020","IPR013729","Multiprotein bridging factor 1, N-terminal",""
"32","g10120.t1",-0.366190780729321,6.11764546090295,-7.81686278637827,4.23524859290295e-08,3.85117137304104e-07,7.87382364443997,"g10120","1912db404d2ecd4de54a8cd4882afb2c",148,"Pfam","PF01381","Helix-turn-helix",80,131,"1.4E-14",TRUE,"27-07-2020","IPR001387","Cro/C1-type helix-turn-helix domain",""
"33","g10122.t1",5.67866050079271,0.633965944099899,9.66992952332742,8.01739677688647e-10,1.51040719900942e-08,12.5317921777369,"g10122","12c400add9d9b6b4718eb7387f0d7733",251,"Pfam","PF00188","Cysteine-rich secretory protein family",62,183,"6.2E-10",TRUE,"27-07-2020","IPR014044","CAP domain",""
"34","g10122.t1",5.67866050079271,0.633965944099899,9.66992952332742,8.01739677688647e-10,1.51040719900942e-08,12.5317921777369,"g10122","12c400add9d9b6b4718eb7387f0d7733",251,"SignalP_EUK","SignalP-noTM","",1,18,"-",TRUE,"27-07-2020","","",""
"35","g10125.t1",5.08371564067699,3.19583915127277,8.35177898567571,1.28631732650561e-08,1.44003259637592e-07,9.84277738179503,"g10125","6372609035accb11e5f6293a6adabbae",172,"Pfam","PF00188","Cysteine-rich secretory protein family",31,150,"7.9E-18",TRUE,"27-07-2020","IPR014044","CAP domain",""
"36","g10127.t1",0.892535839483006,4.28371433384419,7.64191520779587,6.3055115694556e-08,5.28923864251038e-07,7.82077533993836,"g10127","4212fba4e4d20e8bc6b1aa30795f3b1a",344,"Pfam","PF11717","RNA binding activity-knot of a chromodomain",14,65,"9.1E-14",TRUE,"27-07-2020","IPR025995","RNA binding activity-knot of a chromodomain",""
"37","g10127.t1",0.892535839483006,4.28371433384419,7.64191520779587,6.3055115694556e-08,5.28923864251038e-07,7.82077533993836,"g10127","4212fba4e4d20e8bc6b1aa30795f3b1a",344,"Pfam","PF05712","MRG",163,333,"6.0E-48",TRUE,"27-07-2020","IPR026541","MRG domain",""
"38","g10128.t1",-3.26480330521807,7.53960587532287,-7.12021956395102,2.11573774535154e-07,1.43627651290169e-06,6.14709023697335,"g10128","5fa964e624821c3f6ee61edca5813949",1320,"Pfam","PF13855","Leucine rich repeat",73,132,"6.5E-16",TRUE,"27-07-2020","IPR001611","Leucine-rich repeat","GO:0005515"
"39","g10128.t1",-3.26480330521807,7.53960587532287,-7.12021956395102,2.11573774535154e-07,1.43627651290169e-06,6.14709023697335,"g10128","5fa964e624821c3f6ee61edca5813949",1320,"Pfam","PF07679","Immunoglobulin I-set domain",445,518,"2.1E-15",TRUE,"27-07-2020","IPR013098","Immunoglobulin I-set",""
"40","g10128.t1",-3.26480330521807,7.53960587532287,-7.12021956395102,2.11573774535154e-07,1.43627651290169e-06,6.14709023697335,"g10128","5fa964e624821c3f6ee61edca5813949",1320,"Pfam","PF13927","Immunoglobulin domain",232,305,"2.7E-14",TRUE,"27-07-2020","","",""
"41","g10128.t1",-3.26480330521807,7.53960587532287,-7.12021956395102,2.11573774535154e-07,1.43627651290169e-06,6.14709023697335,"g10128","5fa964e624821c3f6ee61edca5813949",1320,"SignalP_EUK","SignalP-noTM","",1,19,"-",TRUE,"27-07-2020","","",""
"42","g10128.t1",-3.26480330521807,7.53960587532287,-7.12021956395102,2.11573774535154e-07,1.43627651290169e-06,6.14709023697335,"g10128","5fa964e624821c3f6ee61edca5813949",1320,"Pfam","PF03098","Animal haem peroxidase",746,1292,"7.4E-187",TRUE,"27-07-2020","IPR019791","Haem peroxidase, animal-type",""
"43","g10128.t1",-3.26480330521807,7.53960587532287,-7.12021956395102,2.11573774535154e-07,1.43627651290169e-06,6.14709023697335,"g10128","5fa964e624821c3f6ee61edca5813949",1320,"Pfam","PF07679","Immunoglobulin I-set domain",526,613,"1.5E-17",TRUE,"27-07-2020","IPR013098","Immunoglobulin I-set",""
"44","g10128.t1",-3.26480330521807,7.53960587532287,-7.12021956395102,2.11573774535154e-07,1.43627651290169e-06,6.14709023697335,"g10128","5fa964e624821c3f6ee61edca5813949",1320,"Pfam","PF13927","Immunoglobulin domain",339,409,"4.6E-8",TRUE,"27-07-2020","","",""
"45","g10133.t1",-1.51370738591569,7.13529009671772,-7.68070333868518,5.77095497375387e-08,4.91891571584232e-07,7.48730329271967,"g10133","9f2b7d9c4b0b50ef2fa9c4e0540624dd",1316,"Pfam","PF07679","Immunoglobulin I-set domain",340,413,"4.2E-9",TRUE,"27-07-2020","IPR013098","Immunoglobulin I-set",""
"46","g10133.t1",-1.51370738591569,7.13529009671772,-7.68070333868518,5.77095497375387e-08,4.91891571584232e-07,7.48730329271967,"g10133","9f2b7d9c4b0b50ef2fa9c4e0540624dd",1316,"Pfam","PF13927","Immunoglobulin domain",234,309,"2.2E-12",TRUE,"27-07-2020","","",""
"47","g10133.t1",-1.51370738591569,7.13529009671772,-7.68070333868518,5.77095497375387e-08,4.91891571584232e-07,7.48730329271967,"g10133","9f2b7d9c4b0b50ef2fa9c4e0540624dd",1316,"Pfam","PF13855","Leucine rich repeat",122,181,"1.3E-10",TRUE,"27-07-2020","IPR001611","Leucine-rich repeat","GO:0005515"
"48","g10133.t1",-1.51370738591569,7.13529009671772,-7.68070333868518,5.77095497375387e-08,4.91891571584232e-07,7.48730329271967,"g10133","9f2b7d9c4b0b50ef2fa9c4e0540624dd",1316,"Pfam","PF03098","Animal haem peroxidase",741,1287,"5.0E-191",TRUE,"27-07-2020","IPR019791","Haem peroxidase, animal-type",""
"49","g10133.t1",-1.51370738591569,7.13529009671772,-7.68070333868518,5.77095497375387e-08,4.91891571584232e-07,7.48730329271967,"g10133","9f2b7d9c4b0b50ef2fa9c4e0540624dd",1316,"Pfam","PF07679","Immunoglobulin I-set domain",430,517,"2.7E-16",TRUE,"27-07-2020","IPR013098","Immunoglobulin I-set",""
"50","g10133.t1",-1.51370738591569,7.13529009671772,-7.68070333868518,5.77095497375387e-08,4.91891571584232e-07,7.48730329271967,"g10133","9f2b7d9c4b0b50ef2fa9c4e0540624dd",1316,"Pfam","PF07679","Immunoglobulin I-set domain",525,612,"1.0E-15",TRUE,"27-07-2020","IPR013098","Immunoglobulin I-set",""
"51","g10133.t1",-1.51370738591569,7.13529009671772,-7.68070333868518,5.77095497375387e-08,4.91891571584232e-07,7.48730329271967,"g10133","9f2b7d9c4b0b50ef2fa9c4e0540624dd",1316,"Pfam","PF13855","Leucine rich repeat",50,109,"1.1E-11",TRUE,"27-07-2020","IPR001611","Leucine-rich repeat","GO:0005515"
"52","g10133.t1",-1.51370738591569,7.13529009671772,-7.68070333868518,5.77095497375387e-08,4.91891571584232e-07,7.48730329271967,"g10133","9f2b7d9c4b0b50ef2fa9c4e0540624dd",1316,"SignalP_EUK","SignalP-noTM","",1,19,"-",TRUE,"27-07-2020","","",""
"53","g10143.t1",1.41358074843195,2.19923877190898,7.16683185169339,1.89612747963006e-07,1.31222113351068e-06,7.15219890891848,"g10143",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"54","g10146.t1",4.68994959339649,1.54521732814327,8.0321163365499,2.60995992888375e-08,2.59749751608725e-07,9.2311686711117,"g10146","0944619d0be8a7ec8952f00ef287b6e5",823,"Pfam","PF07782","DC-STAMP-like protein",419,607,"1.4E-33",TRUE,"27-07-2020","IPR012858","Dendritic cell-specific transmembrane protein-like","GO:0016021"
"55","g10159.t1",-1.24359254000823,9.16864103459551,-9.6432821134667,8.46122483304044e-10,1.58388595648468e-08,11.7260876228225,"g10159","3de1b1fc0ba216d08991e8044a6ec637",926,"Pfam","PF13927","Immunoglobulin domain",412,493,"4.1E-7",TRUE,"27-07-2020","","",""
"56","g10159.t1",-1.24359254000823,9.16864103459551,-9.6432821134667,8.46122483304044e-10,1.58388595648468e-08,11.7260876228225,"g10159","3de1b1fc0ba216d08991e8044a6ec637",926,"Pfam","PF13927","Immunoglobulin domain",626,703,"1.0E-9",TRUE,"27-07-2020","","",""
"57","g10159.t1",-1.24359254000823,9.16864103459551,-9.6432821134667,8.46122483304044e-10,1.58388595648468e-08,11.7260876228225,"g10159","3de1b1fc0ba216d08991e8044a6ec637",926,"SignalP_EUK","SignalP-noTM","",1,18,"-",TRUE,"27-07-2020","","",""
"58","g10159.t1",-1.24359254000823,9.16864103459551,-9.6432821134667,8.46122483304044e-10,1.58388595648468e-08,11.7260876228225,"g10159","3de1b1fc0ba216d08991e8044a6ec637",926,"Pfam","PF13927","Immunoglobulin domain",736,796,"3.5E-7",TRUE,"27-07-2020","","",""
"59","g10159.t1",-1.24359254000823,9.16864103459551,-9.6432821134667,8.46122483304044e-10,1.58388595648468e-08,11.7260876228225,"g10159","3de1b1fc0ba216d08991e8044a6ec637",926,"Pfam","PF00041","Fibronectin type III domain",813,897,"1.5E-9",TRUE,"27-07-2020","IPR003961","Fibronectin type III","GO:0005515"
"60","g10159.t1",-1.24359254000823,9.16864103459551,-9.6432821134667,8.46122483304044e-10,1.58388595648468e-08,11.7260876228225,"g10159","3de1b1fc0ba216d08991e8044a6ec637",926,"Pfam","PF13927","Immunoglobulin domain",220,294,"1.5E-7",TRUE,"27-07-2020","","",""
"61","g10160.t1",-1.31628077772409,3.97718645585807,-8.63025357570498,7.02207425969111e-09,8.86251993216373e-08,10.0949614409886,"g10160","4d6dfda25c6a265b0d4c5ab03d4a6108",476,"Pfam","PF07679","Immunoglobulin I-set domain",257,333,"2.9E-5",TRUE,"27-07-2020","IPR013098","Immunoglobulin I-set",""
"62","g10161.t1",-1.66398475247235,4.09517972659081,-9.86437734505883,5.42574408823125e-10,1.10063568561463e-08,12.6729518561081,"g10161","6ce5a2327b7447815de5e76ee8a905a0",436,"Pfam","PF07679","Immunoglobulin I-set domain",229,299,"9.9E-6",TRUE,"27-07-2020","IPR013098","Immunoglobulin I-set",""
"63","g10161.t1",-1.66398475247235,4.09517972659081,-9.86437734505883,5.42574408823125e-10,1.10063568561463e-08,12.6729518561081,"g10161","6ce5a2327b7447815de5e76ee8a905a0",436,"Pfam","PF07679","Immunoglobulin I-set domain",119,204,"1.2E-11",TRUE,"27-07-2020","IPR013098","Immunoglobulin I-set",""
"64","g10161.t1",-1.66398475247235,4.09517972659081,-9.86437734505883,5.42574408823125e-10,1.10063568561463e-08,12.6729518561081,"g10161","6ce5a2327b7447815de5e76ee8a905a0",436,"SignalP_EUK","SignalP-noTM","",1,21,"-",TRUE,"27-07-2020","","",""
"65","g10164.t1",-0.345953488622145,6.37012950638446,-7.02619525021796,2.64138023310443e-07,1.72165865288685e-06,5.98109974976593,"g10164","330e5ab63f2c0c2ecc23b9f9948168d3",689,"Pfam","PF00581","Rhodanese-like domain",329,433,"3.4E-5",TRUE,"27-07-2020","IPR001763","Rhodanese-like domain",""
"66","g10164.t1",-0.345953488622145,6.37012950638446,-7.02619525021796,2.64138023310443e-07,1.72165865288685e-06,5.98109974976593,"g10164","330e5ab63f2c0c2ecc23b9f9948168d3",689,"Pfam","PF00566","Rab-GTPase-TBC domain",39,232,"4.2E-18",TRUE,"27-07-2020","IPR000195","Rab-GTPase-TBC domain",""
"67","g10172.t1",-1.27390480023846,5.55804212392905,-9.13639391752033,2.39910610626506e-09,3.65181512925575e-08,10.8859949757941,"g10172","9331d836e008912a258eb7d917988b0c",534,"Pfam","PF00047","Immunoglobulin domain",224,292,"1.4E-6",TRUE,"27-07-2020","IPR013151","Immunoglobulin",""
"68","g10172.t1",-1.27390480023846,5.55804212392905,-9.13639391752033,2.39910610626506e-09,3.65181512925575e-08,10.8859949757941,"g10172","9331d836e008912a258eb7d917988b0c",534,"Pfam","PF13927","Immunoglobulin domain",308,388,"1.3E-9",TRUE,"27-07-2020","","",""
"69","g10176.t1",-1.82868711708243,1.74292297087071,-7.24997572077068,1.56052649004288e-07,1.11365827423074e-06,7.35252838906401,"g10176","090d6100fcba4676ecdb6a3524de0db7",649,"Pfam","PF07732","Multicopper oxidase",97,208,"3.6E-32",TRUE,"27-07-2020","IPR011707","Multicopper oxidase, type 3","GO:0005507"
"70","g10176.t1",-1.82868711708243,1.74292297087071,-7.24997572077068,1.56052649004288e-07,1.11365827423074e-06,7.35252838906401,"g10176","090d6100fcba4676ecdb6a3524de0db7",649,"Pfam","PF07731","Multicopper oxidase",503,626,"3.6E-27",TRUE,"27-07-2020","IPR011706","Multicopper oxidase, type 2","GO:0005507|GO:0016491|GO:0055114"
"71","g10176.t1",-1.82868711708243,1.74292297087071,-7.24997572077068,1.56052649004288e-07,1.11365827423074e-06,7.35252838906401,"g10176","090d6100fcba4676ecdb6a3524de0db7",649,"SignalP_EUK","SignalP-noTM","",1,18,"-",TRUE,"27-07-2020","","",""
"72","g10176.t1",-1.82868711708243,1.74292297087071,-7.24997572077068,1.56052649004288e-07,1.11365827423074e-06,7.35252838906401,"g10176","090d6100fcba4676ecdb6a3524de0db7",649,"Pfam","PF00394","Multicopper oxidase",223,375,"5.2E-32",TRUE,"27-07-2020","IPR001117","Multicopper oxidase, type 1","GO:0055114"
"73","g10177.t1",-2.16200839537424,2.53076764239066,-7.70945444258195,5.40487999123357e-08,4.66671875238055e-07,8.28786429934393,"g10177","49192896ffc4fabbfc1bad9a8dc6bbc2",649,"Pfam","PF00394","Multicopper oxidase",223,375,"6.2E-29",TRUE,"27-07-2020","IPR001117","Multicopper oxidase, type 1","GO:0055114"
"74","g10177.t1",-2.16200839537424,2.53076764239066,-7.70945444258195,5.40487999123357e-08,4.66671875238055e-07,8.28786429934393,"g10177","49192896ffc4fabbfc1bad9a8dc6bbc2",649,"SignalP_EUK","SignalP-noTM","",1,18,"-",TRUE,"27-07-2020","","",""
"75","g10177.t1",-2.16200839537424,2.53076764239066,-7.70945444258195,5.40487999123357e-08,4.66671875238055e-07,8.28786429934393,"g10177","49192896ffc4fabbfc1bad9a8dc6bbc2",649,"Pfam","PF07732","Multicopper oxidase",97,207,"4.0E-34",TRUE,"27-07-2020","IPR011707","Multicopper oxidase, type 3","GO:0005507"
"76","g10177.t1",-2.16200839537424,2.53076764239066,-7.70945444258195,5.40487999123357e-08,4.66671875238055e-07,8.28786429934393,"g10177","49192896ffc4fabbfc1bad9a8dc6bbc2",649,"Pfam","PF07731","Multicopper oxidase",508,626,"7.1E-27",TRUE,"27-07-2020","IPR011706","Multicopper oxidase, type 2","GO:0005507|GO:0016491|GO:0055114"
"77","g10180.t1",-1.8029089920089,2.91663371081072,-8.3595439669285,1.26461190787123e-08,1.42268839635514e-07,9.72860994521003,"g10180","f9b31a233178e7b391b08a01529a5ce6",655,"Pfam","PF00394","Multicopper oxidase",225,377,"2.2E-28",TRUE,"27-07-2020","IPR001117","Multicopper oxidase, type 1","GO:0055114"
"78","g10180.t1",-1.8029089920089,2.91663371081072,-8.3595439669285,1.26461190787123e-08,1.42268839635514e-07,9.72860994521003,"g10180","f9b31a233178e7b391b08a01529a5ce6",655,"Pfam","PF07731","Multicopper oxidase",513,633,"1.2E-27",TRUE,"27-07-2020","IPR011706","Multicopper oxidase, type 2","GO:0005507|GO:0016491|GO:0055114"
"79","g10180.t1",-1.8029089920089,2.91663371081072,-8.3595439669285,1.26461190787123e-08,1.42268839635514e-07,9.72860994521003,"g10180","f9b31a233178e7b391b08a01529a5ce6",655,"SignalP_EUK","SignalP-noTM","",1,21,"-",TRUE,"27-07-2020","","",""
"80","g10180.t1",-1.8029089920089,2.91663371081072,-8.3595439669285,1.26461190787123e-08,1.42268839635514e-07,9.72860994521003,"g10180","f9b31a233178e7b391b08a01529a5ce6",655,"Pfam","PF07732","Multicopper oxidase",102,207,"2.2E-34",TRUE,"27-07-2020","IPR011707","Multicopper oxidase, type 3","GO:0005507"
"81","g10203.t1",1.29040804602177,6.81164985944591,12.1659316745734,7.50556876090885e-12,3.54119551186886e-10,16.6959226870791,"g10203","0286fdf35c7b2f4c711a748859054c28",612,"Pfam","PF00754","F5/8 type C domain",452,556,"8.3E-7",TRUE,"27-07-2020","IPR000421","Coagulation factor 5/8 C-terminal domain",""
"82","g10203.t1",1.29040804602177,6.81164985944591,12.1659316745734,7.50556876090885e-12,3.54119551186886e-10,16.6959226870791,"g10203","0286fdf35c7b2f4c711a748859054c28",612,"Pfam","PF07707","BTB And C-terminal Kelch",146,246,"5.2E-21",TRUE,"27-07-2020","IPR011705","BTB/Kelch-associated",""
"83","g10203.t1",1.29040804602177,6.81164985944591,12.1659316745734,7.50556876090885e-12,3.54119551186886e-10,16.6959226870791,"g10203","0286fdf35c7b2f4c711a748859054c28",612,"Pfam","PF00754","F5/8 type C domain",300,410,"1.5E-7",TRUE,"27-07-2020","IPR000421","Coagulation factor 5/8 C-terminal domain",""
"84","g10203.t1",1.29040804602177,6.81164985944591,12.1659316745734,7.50556876090885e-12,3.54119551186886e-10,16.6959226870791,"g10203","0286fdf35c7b2f4c711a748859054c28",612,"Pfam","PF00651","BTB/POZ domain",36,139,"1.9E-24",TRUE,"27-07-2020","IPR000210","BTB/POZ domain","GO:0005515"
"85","g10213.t1",3.1566193031022,5.58116071029484,13.3972506610871,9.59504621240045e-13,6.86645494574907e-11,19.0536028780392,"g10213","5d4c9431122c7983e5589b8166554689",736,"Pfam","PF18190","Polo-like Kinase 4 Polo Box 1",491,599,"1.6E-32",TRUE,"27-07-2020","IPR033699","Plk4, first cryptic polo-box domain",""
"86","g10213.t1",3.1566193031022,5.58116071029484,13.3972506610871,9.59504621240045e-13,6.86645494574907e-11,19.0536028780392,"g10213","5d4c9431122c7983e5589b8166554689",736,"Pfam","PF18409","Polo-like Kinase 4 Polo Box 2",601,710,"3.5E-31",TRUE,"27-07-2020","IPR033698","Plk4, second cryptic polo-box domain",""
"87","g10213.t1",3.1566193031022,5.58116071029484,13.3972506610871,9.59504621240045e-13,6.86645494574907e-11,19.0536028780392,"g10213","5d4c9431122c7983e5589b8166554689",736,"Pfam","PF00069","Protein kinase domain",30,275,"1.8E-70",TRUE,"27-07-2020","IPR000719","Protein kinase domain","GO:0004672|GO:0005524|GO:0006468"
