"","genes","logFC","AveExpr","t","P.Value","adj.P.Val","B","tid","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14"
"26","g10051",-4.6250234022799,2.24032882446693,-7.62195357922435,6.33180010734115e-08,4.74290532211503e-07,8.29368785521131,"g10051.t1","9dd6c863095d64995bf8911f720cf501",525,"Pfam","PF00328","Histidine phosphatase superfamily (branch 2)",109,391,"4.2E-10",TRUE,"27-07-2020","IPR000560","Histidine phosphatase superfamily, clade-2",""
"27","g10052",4.24278347355977,0.287867067739511,7.1896238950425,1.7318415162098e-07,1.08162213815515e-06,7.38993286771066,"g10052.t1","ef0111a5efce8e5f91819b7002b7167e",358,"SignalP_EUK","SignalP-noTM","",1,18,"-",TRUE,"27-07-2020","","",""
"28","g10053",5.22947489886105,1.27266773637084,5.59010933573416,8.69684975327187e-06,3.05980927048404e-05,3.58610841693368,"g10053.t1","cdbf256e5761f0b1f6180bbdcd198c96",428,"SignalP_EUK","SignalP-noTM","",1,17,"-",TRUE,"27-07-2020","","",""
"29","g10054",5.29961192909178,0.000114737556860145,5.97485999005813,3.30779430588319e-06,1.32942841245453e-05,4.57017674481583,"g10054.t1","07dc0d4805c13710ffc8489518463fb1",496,"SignalP_EUK","SignalP-noTM","",1,18,"-",TRUE,"27-07-2020","","",""
"30","g10059",-1.07057255550563,5.27280252534913,-6.21805046360466,1.80846426148396e-06,7.87799638442445e-06,4.20331185142001,"g10059.t1","fafce3af3b9e5b29cbde9fe63049553b",480,"SignalP_EUK","SignalP-noTM","",1,19,"-",TRUE,"27-07-2020","","",""
"31","g10059",-1.07057255550563,5.27280252534913,-6.21805046360466,1.80846426148396e-06,7.87799638442445e-06,4.20331185142001,"g10059.t1","fafce3af3b9e5b29cbde9fe63049553b",480,"Pfam","PF00328","Histidine phosphatase superfamily (branch 2)",215,409,"1.2E-10",TRUE,"27-07-2020","IPR000560","Histidine phosphatase superfamily, clade-2",""
"32","g10063",-0.787811989435985,6.20273721339049,-8.36812341245154,1.18158556699394e-08,1.18152254909704e-07,9.18211708458426,"g10063.t1","2fccf69e68ccf1083a78bb4f0924533c",653,"Pfam","PF00271","Helicase conserved C-terminal domain",402,508,"3.1E-19",TRUE,"27-07-2020","IPR001650","Helicase, C-terminal",""
"33","g10063",-0.787811989435985,6.20273721339049,-8.36812341245154,1.18158556699394e-08,1.18152254909704e-07,9.18211708458426,"g10063.t1","2fccf69e68ccf1083a78bb4f0924533c",653,"Pfam","PF00270","DEAD/DEAH box helicase",157,333,"1.4E-42",TRUE,"27-07-2020","IPR011545","DEAD/DEAH box helicase domain","GO:0003676|GO:0005524"
"34","g10065",-0.906621785630893,10.8894426991537,-8.37466941438687,1.16469299076993e-08,1.17055872980821e-07,9.09062263350774,"g10065.t1","af9afc5257cc3a55fb5276122bd6ea27",298,"Pfam","PF00153","Mitochondrial carrier protein",209,298,"2.2E-14",TRUE,"27-07-2020","IPR018108","Mitochondrial substrate/solute carrier",""
"35","g10065",-0.906621785630893,10.8894426991537,-8.37466941438687,1.16469299076993e-08,1.17055872980821e-07,9.09062263350774,"g10065.t1","af9afc5257cc3a55fb5276122bd6ea27",298,"Pfam","PF00153","Mitochondrial carrier protein",8,102,"2.4E-25",TRUE,"27-07-2020","IPR018108","Mitochondrial substrate/solute carrier",""
"36","g10065",-0.906621785630893,10.8894426991537,-8.37466941438687,1.16469299076993e-08,1.17055872980821e-07,9.09062263350774,"g10065.t1","af9afc5257cc3a55fb5276122bd6ea27",298,"Pfam","PF00153","Mitochondrial carrier protein",112,203,"1.7E-25",TRUE,"27-07-2020","IPR018108","Mitochondrial substrate/solute carrier",""
"37","g10069",0.582412446728045,4.59684863808229,5.83815809564591,4.6563735539063e-06,1.78642004833618e-05,3.38311671108185,"g10069.t1","9b5be9b20219129688f156c9290595ab",696,"Pfam","PF00778","DIX domain",5,87,"1.5E-10",TRUE,"27-07-2020","IPR001158","DIX domain",""
"38","g10086",0.677651518694891,4.62958633344284,5.67975545230449,6.9350339866951e-06,2.51304507569669e-05,2.99036243730215,"g10086.t1","8f862ce1e347650966789ae6a5ae2700",109,"Pfam","PF04923","Ninjurin",7,98,"1.4E-25",TRUE,"27-07-2020","IPR007007","Ninjurin","GO:0007155|GO:0016021|GO:0042246"
"39","g10086",0.677651518694891,4.62958633344284,5.67975545230449,6.9350339866951e-06,2.51304507569669e-05,2.99036243730215,"g10086.t2","7132dfe8e1c3fdc2362aaf2a97ae8eeb",125,"Pfam","PF04923","Ninjurin",12,114,"2.6E-29",TRUE,"27-07-2020","IPR007007","Ninjurin","GO:0007155|GO:0016021|GO:0042246"
"40","g10087",-0.68034280004554,4.37548553744756,-6.09894703526361,2.42891060572948e-06,1.01469797118587e-05,4.06466169325015,"g10087.t1","44b523c437fdf88abf6dc7981098f7cf",326,"Pfam","PF04923","Ninjurin",92,194,"2.7E-27",TRUE,"27-07-2020","IPR007007","Ninjurin","GO:0007155|GO:0016021|GO:0042246"
"41","g10089",3.41796917292586,3.86167600850721,8.41779082494319,1.05944229224244e-08,1.08987562358863e-07,9.9048034977634,"g10089.t1","0c3cb586b3a7de11533ab1f5d3f29372",546,"Pfam","PF04923","Ninjurin",123,225,"1.2E-23",TRUE,"27-07-2020","IPR007007","Ninjurin","GO:0007155|GO:0016021|GO:0042246"
"42","g10089",3.41796917292586,3.86167600850721,8.41779082494319,1.05944229224244e-08,1.08987562358863e-07,9.9048034977634,"g10089.t1","0c3cb586b3a7de11533ab1f5d3f29372",546,"Pfam","PF00445","Ribonuclease T2 family",279,475,"3.1E-33",TRUE,"27-07-2020","IPR001568","Ribonuclease T2-like","GO:0003723|GO:0033897"
"43","g10090",5.7629976865951,1.23349278579291,5.80552464213872,5.05371352461856e-06,1.91611880430886e-05,4.12442826856318,"g10090.t1","337caf6186b03dae6ecd757adbf99c9f",310,"Pfam","PF00445","Ribonuclease T2 family",61,257,"1.0E-31",TRUE,"27-07-2020","IPR001568","Ribonuclease T2-like","GO:0003723|GO:0033897"
"44","g10094",0.534444160990192,4.94618044793637,8.90707351611603,3.6799411259961e-09,4.57831560526216e-08,10.5579309657219,"g10094.t1","16456019863706e7db4d1504b083d6fb",1236,"Pfam","PF12738","twin BRCT domain",115,177,"6.1E-12",TRUE,"27-07-2020","IPR001357","BRCT domain",""
"45","g10094",0.534444160990192,4.94618044793637,8.90707351611603,3.6799411259961e-09,4.57831560526216e-08,10.5579309657219,"g10094.t1","16456019863706e7db4d1504b083d6fb",1236,"Pfam","PF00533","BRCA1 C Terminus (BRCT) domain",402,476,"3.3E-6",TRUE,"27-07-2020","IPR001357","BRCT domain",""
"46","g10094",0.534444160990192,4.94618044793637,8.90707351611603,3.6799411259961e-09,4.57831560526216e-08,10.5579309657219,"g10094.t1","16456019863706e7db4d1504b083d6fb",1236,"Pfam","PF16589","BRCT domain, a BRCA1 C-terminus domain",584,665,"1.9E-7",TRUE,"27-07-2020","IPR001357","BRCT domain",""
"47","g10094",0.534444160990192,4.94618044793637,8.90707351611603,3.6799411259961e-09,4.57831560526216e-08,10.5579309657219,"g10094.t1","16456019863706e7db4d1504b083d6fb",1236,"Pfam","PF00533","BRCA1 C Terminus (BRCT) domain",1014,1084,"3.0E-5",TRUE,"27-07-2020","IPR001357","BRCT domain",""
"48","g10094",0.534444160990192,4.94618044793637,8.90707351611603,3.6799411259961e-09,4.57831560526216e-08,10.5579309657219,"g10094.t1","16456019863706e7db4d1504b083d6fb",1236,"Pfam","PF00533","BRCA1 C Terminus (BRCT) domain",674,757,"7.4E-13",TRUE,"27-07-2020","IPR001357","BRCT domain",""
"49","g10094",0.534444160990192,4.94618044793637,8.90707351611603,3.6799411259961e-09,4.57831560526216e-08,10.5579309657219,"g10094.t1","16456019863706e7db4d1504b083d6fb",1236,"Pfam","PF12738","twin BRCT domain",210,272,"1.5E-11",TRUE,"27-07-2020","IPR001357","BRCT domain",""
"50","g101",1.30354023109516,5.31384638920681,6.34768965559255,1.31407056773335e-06,6.00329168480326e-06,4.5362218748847,"g101.t1","e61eba3ffcf6c28204f01b2488835a47",225,"Pfam","PF00787","PX domain",58,154,"7.1E-23",TRUE,"27-07-2020","IPR001683","Phox homologous domain","GO:0035091"
"51","g101",1.30354023109516,5.31384638920681,6.34768965559255,1.31407056773335e-06,6.00329168480326e-06,4.5362218748847,"g101.t1","e61eba3ffcf6c28204f01b2488835a47",225,"Pfam","PF10456","WASP-binding domain of Sorting nexin protein",157,224,"1.2E-12",TRUE,"27-07-2020","IPR019497","Sorting nexin protein, WASP-binding domain",""
"52","g10101",1.11293780060803,3.97131501937135,6.56575153693764,7.71181272224006e-07,3.82105646747566e-06,5.39285346247391,"g10101.t1","c76d1d9ae168cd2abaa92e7146290ccc",184,"Pfam","PF00179","Ubiquitin-conjugating enzyme",30,144,"1.4E-36",TRUE,"27-07-2020","IPR000608","Ubiquitin-conjugating enzyme E2",""
"53","g10105",0.570076289803588,4.04145203151154,6.45462468599945,1.01116071615297e-06,4.79834276566744e-06,5.07642423537556,"g10105.t1","e6bc3ab66539fa4578a3a905d1f7bb24",650,"Pfam","PF13481","AAA domain",376,555,"6.0E-25",TRUE,"27-07-2020","","",""
"54","g10107",-2.40923775511043,1.68279969457696,-5.39991774709558,1.40870740994433e-05,4.68461426552788e-05,2.90504317172358,"g10107.t1","650d66c0c69ed0cf313ab067c29b902a",532,"Pfam","PF05577","Serine carboxypeptidase S28",68,490,"1.4E-140",TRUE,"27-07-2020","IPR008758","Peptidase S28","GO:0006508|GO:0008236"
"55","g10107",-2.40923775511043,1.68279969457696,-5.39991774709558,1.40870740994433e-05,4.68461426552788e-05,2.90504317172358,"g10107.t1","650d66c0c69ed0cf313ab067c29b902a",532,"SignalP_EUK","SignalP-noTM","",1,21,"-",TRUE,"27-07-2020","","",""
"56","g10110",-0.931103416977828,5.23018250059762,-7.52308737255376,7.95290826981746e-08,5.68251056214968e-07,7.35099629972774,"g10110.t1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"57","g10116",0.983020472864587,0.68022996526406,5.45510103260085,1.2244222957466e-05,4.14156478855368e-05,3.22775966038202,"g10116.t1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"58","g10120",-0.35351484966631,6.11764392312454,-7.60278156441421,6.61730884941188e-08,4.91747616399617e-07,7.42330306720464,"g10120.t1","1912db404d2ecd4de54a8cd4882afb2c",148,"Pfam","PF08523","Multiprotein bridging factor 1",4,72,"1.1E-24",TRUE,"27-07-2020","IPR013729","Multiprotein bridging factor 1, N-terminal",""
"59","g10120",-0.35351484966631,6.11764392312454,-7.60278156441421,6.61730884941188e-08,4.91747616399617e-07,7.42330306720464,"g10120.t1","1912db404d2ecd4de54a8cd4882afb2c",148,"Pfam","PF01381","Helix-turn-helix",80,131,"1.4E-14",TRUE,"27-07-2020","IPR001387","Cro/C1-type helix-turn-helix domain",""
"60","g10122",5.69149361306719,0.633964406321492,9.55700884537198,9.48140425321748e-10,1.52067449395701e-08,12.326214351203,"g10122.t1","12c400add9d9b6b4718eb7387f0d7733",251,"Pfam","PF00188","Cysteine-rich secretory protein family",62,183,"6.2E-10",TRUE,"27-07-2020","IPR014044","CAP domain",""
"61","g10122",5.69149361306719,0.633964406321492,9.55700884537198,9.48140425321748e-10,1.52067449395701e-08,12.326214351203,"g10122.t1","12c400add9d9b6b4718eb7387f0d7733",251,"SignalP_EUK","SignalP-noTM","",1,18,"-",TRUE,"27-07-2020","","",""
"62","g10123",3.91878880521604,-1.34392907819796,5.65510643138573,7.37993665673656e-06,2.65323935526661e-05,3.81442437887739,"g10123.t1","c7304e9945967a69ed28996652bdb3fa",247,"SignalP_EUK","SignalP-noTM","",1,16,"-",TRUE,"27-07-2020","","",""
"63","g10123",3.91878880521604,-1.34392907819796,5.65510643138573,7.37993665673656e-06,2.65323935526661e-05,3.81442437887739,"g10123.t1","c7304e9945967a69ed28996652bdb3fa",247,"Pfam","PF00188","Cysteine-rich secretory protein family",74,182,"1.8E-10",TRUE,"27-07-2020","IPR014044","CAP domain",""
"64","g10125",5.09741288499208,3.19583761349437,8.1921948568081,1.74367567752515e-08,1.62809637838242e-07,9.55431906494126,"g10125.t1","6372609035accb11e5f6293a6adabbae",172,"Pfam","PF00188","Cysteine-rich secretory protein family",31,150,"7.9E-18",TRUE,"27-07-2020","IPR014044","CAP domain",""
"65","g10127",0.905256165219023,4.28371279606578,7.76095406458223,4.60557909464239e-08,3.67557201320932e-07,8.14805512974717,"g10127.t1","4212fba4e4d20e8bc6b1aa30795f3b1a",344,"Pfam","PF05712","MRG",163,333,"6.0E-48",TRUE,"27-07-2020","IPR026541","MRG domain",""
"66","g10127",0.905256165219023,4.28371279606578,7.76095406458223,4.60557909464239e-08,3.67557201320932e-07,8.14805512974717,"g10127.t1","4212fba4e4d20e8bc6b1aa30795f3b1a",344,"Pfam","PF11717","RNA binding activity-knot of a chromodomain",14,65,"9.1E-14",TRUE,"27-07-2020","IPR025995","RNA binding activity-knot of a chromodomain",""
"67","g10128",-3.25294972243639,7.53960433754446,-6.9057668128267,3.3967616135273e-07,1.9022067948633e-06,5.6998842279339,"g10128.t1","5fa964e624821c3f6ee61edca5813949",1320,"Pfam","PF07679","Immunoglobulin I-set domain",526,613,"1.5E-17",TRUE,"27-07-2020","IPR013098","Immunoglobulin I-set",""
"68","g10128",-3.25294972243639,7.53960433754446,-6.9057668128267,3.3967616135273e-07,1.9022067948633e-06,5.6998842279339,"g10128.t1","5fa964e624821c3f6ee61edca5813949",1320,"SignalP_EUK","SignalP-noTM","",1,19,"-",TRUE,"27-07-2020","","",""
"69","g10128",-3.25294972243639,7.53960433754446,-6.9057668128267,3.3967616135273e-07,1.9022067948633e-06,5.6998842279339,"g10128.t1","5fa964e624821c3f6ee61edca5813949",1320,"Pfam","PF13927","Immunoglobulin domain",339,409,"4.6E-8",TRUE,"27-07-2020","","",""
"70","g10128",-3.25294972243639,7.53960433754446,-6.9057668128267,3.3967616135273e-07,1.9022067948633e-06,5.6998842279339,"g10128.t1","5fa964e624821c3f6ee61edca5813949",1320,"Pfam","PF07679","Immunoglobulin I-set domain",445,518,"2.1E-15",TRUE,"27-07-2020","IPR013098","Immunoglobulin I-set",""
"71","g10128",-3.25294972243639,7.53960433754446,-6.9057668128267,3.3967616135273e-07,1.9022067948633e-06,5.6998842279339,"g10128.t1","5fa964e624821c3f6ee61edca5813949",1320,"Pfam","PF13927","Immunoglobulin domain",232,305,"2.7E-14",TRUE,"27-07-2020","","",""
"72","g10128",-3.25294972243639,7.53960433754446,-6.9057668128267,3.3967616135273e-07,1.9022067948633e-06,5.6998842279339,"g10128.t1","5fa964e624821c3f6ee61edca5813949",1320,"Pfam","PF03098","Animal haem peroxidase",746,1292,"7.4E-187",TRUE,"27-07-2020","IPR019791","Haem peroxidase, animal-type",""
"73","g10128",-3.25294972243639,7.53960433754446,-6.9057668128267,3.3967616135273e-07,1.9022067948633e-06,5.6998842279339,"g10128.t1","5fa964e624821c3f6ee61edca5813949",1320,"Pfam","PF13855","Leucine rich repeat",73,132,"6.5E-16",TRUE,"27-07-2020","IPR001611","Leucine-rich repeat","GO:0005515"
"74","g10133",-1.50067047875212,7.13528855893931,-7.5237701587584,7.94036314425993e-08,5.67787446955489e-07,7.18407673235149,"g10133.t1","9f2b7d9c4b0b50ef2fa9c4e0540624dd",1316,"Pfam","PF13855","Leucine rich repeat",50,109,"1.1E-11",TRUE,"27-07-2020","IPR001611","Leucine-rich repeat","GO:0005515"
"75","g10133",-1.50067047875212,7.13528855893931,-7.5237701587584,7.94036314425993e-08,5.67787446955489e-07,7.18407673235149,"g10133.t1","9f2b7d9c4b0b50ef2fa9c4e0540624dd",1316,"Pfam","PF07679","Immunoglobulin I-set domain",340,413,"4.2E-9",TRUE,"27-07-2020","IPR013098","Immunoglobulin I-set",""
"76","g10133",-1.50067047875212,7.13528855893931,-7.5237701587584,7.94036314425993e-08,5.67787446955489e-07,7.18407673235149,"g10133.t1","9f2b7d9c4b0b50ef2fa9c4e0540624dd",1316,"Pfam","PF03098","Animal haem peroxidase",741,1287,"5.0E-191",TRUE,"27-07-2020","IPR019791","Haem peroxidase, animal-type",""
"77","g10133",-1.50067047875212,7.13528855893931,-7.5237701587584,7.94036314425993e-08,5.67787446955489e-07,7.18407673235149,"g10133.t1","9f2b7d9c4b0b50ef2fa9c4e0540624dd",1316,"Pfam","PF13855","Leucine rich repeat",122,181,"1.3E-10",TRUE,"27-07-2020","IPR001611","Leucine-rich repeat","GO:0005515"
"78","g10133",-1.50067047875212,7.13528855893931,-7.5237701587584,7.94036314425993e-08,5.67787446955489e-07,7.18407673235149,"g10133.t1","9f2b7d9c4b0b50ef2fa9c4e0540624dd",1316,"Pfam","PF07679","Immunoglobulin I-set domain",525,612,"1.0E-15",TRUE,"27-07-2020","IPR013098","Immunoglobulin I-set",""
"79","g10133",-1.50067047875212,7.13528855893931,-7.5237701587584,7.94036314425993e-08,5.67787446955489e-07,7.18407673235149,"g10133.t1","9f2b7d9c4b0b50ef2fa9c4e0540624dd",1316,"Pfam","PF07679","Immunoglobulin I-set domain",430,517,"2.7E-16",TRUE,"27-07-2020","IPR013098","Immunoglobulin I-set",""
"80","g10133",-1.50067047875212,7.13528855893931,-7.5237701587584,7.94036314425993e-08,5.67787446955489e-07,7.18407673235149,"g10133.t1","9f2b7d9c4b0b50ef2fa9c4e0540624dd",1316,"Pfam","PF13927","Immunoglobulin domain",234,309,"2.2E-12",TRUE,"27-07-2020","","",""
"81","g10133",-1.50067047875212,7.13528855893931,-7.5237701587584,7.94036314425993e-08,5.67787446955489e-07,7.18407673235149,"g10133.t1","9f2b7d9c4b0b50ef2fa9c4e0540624dd",1316,"SignalP_EUK","SignalP-noTM","",1,19,"-",TRUE,"27-07-2020","","",""
"82","g10141",1.20170948499471,2.1044374666615,5.71814528650161,6.2955631261839e-06,2.3073033170398e-05,3.68424281381437,"g10141.t1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"83","g10143",1.42639883717703,2.19923723413057,7.27874237575904,1.40466241313119e-07,9.08138468406784e-07,7.4701884458659,"g10143.t1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"84","g10146",4.70245334404369,1.54521579036487,7.9625593438965,2.91574085140628e-08,2.51609935814903e-07,9.1218772727239,"g10146.t1","0944619d0be8a7ec8952f00ef287b6e5",823,"Pfam","PF07782","DC-STAMP-like protein",419,607,"1.4E-33",TRUE,"27-07-2020","IPR012858","Dendritic cell-specific transmembrane protein-like","GO:0016021"
"85","g10150",-2.38868005495294,3.54307199717967,-6.10782993264528,2.37594071106042e-06,9.94563795304125e-06,4.37562370047975,"g10150.t1","b75ce9ee2053880a45aa209e58b6f179",679,"Pfam","PF09820","Predicted AAA-ATPase",51,383,"1.3E-29",TRUE,"27-07-2020","IPR018631","AAA-ATPase-like domain",""
"86","g10150",-2.38868005495294,3.54307199717967,-6.10782993264528,2.37594071106042e-06,9.94563795304125e-06,4.37562370047975,"g10150.t1","b75ce9ee2053880a45aa209e58b6f179",679,"SignalP_EUK","SignalP-noTM","",1,21,"-",TRUE,"27-07-2020","","",""
"87","g10157",-4.02674896876965,0.782501341681027,-7.15284342986508,1.88871832490158e-07,1.16027456990759e-06,7.30666728809943,"g10157.t2","ab7eb84ed94f990bc0f3ca4e6d875d2e",345,"SignalP_EUK","SignalP-noTM","",1,18,"-",TRUE,"27-07-2020","","",""
"88","g10157",-4.02674896876965,0.782501341681027,-7.15284342986508,1.88871832490158e-07,1.16027456990759e-06,7.30666728809943,"g10157.t1","5de6a9fcf5957f7fbcd5eb8f7651de27",429,"SignalP_EUK","SignalP-noTM","",1,18,"-",TRUE,"27-07-2020","","",""
"89","g10159",-1.23123014040274,9.16863949681711,-9.39470099579544,1.32353140167511e-09,1.98390313913117e-08,11.3278898994295,"g10159.t1","3de1b1fc0ba216d08991e8044a6ec637",926,"Pfam","PF13927","Immunoglobulin domain",626,703,"1.0E-9",TRUE,"27-07-2020","","",""
