"","genes","logFC","AveExpr","t","P.Value","adj.P.Val","B","tid","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14"
"13","g10051",-4.10002858072433,2.24032882446693,-7.38812815862149,1.08783073445691e-07,5.71950040390705e-07,7.72573530608762,"g10051.t1","9dd6c863095d64995bf8911f720cf501",525,"Pfam","PF00328","Histidine phosphatase superfamily (branch 2)",109,391,"4.2E-10",TRUE,"27-07-2020","IPR000560","Histidine phosphatase superfamily, clade-2",""
"14","g10051",-4.10002858072433,2.24032882446693,-7.38812815862149,1.08783073445691e-07,5.71950040390705e-07,7.72573530608762,"g10051.t1","9dd6c863095d64995bf8911f720cf501",525,"SignalP_EUK","SignalP-noTM","",1,20,"-",TRUE,"27-07-2020","","",""
"15","g10052",4.32193784923742,0.287867067739511,7.33864693710318,1.22094038753867e-07,6.3201025195921e-07,7.71527712184537,"g10052.t1","ef0111a5efce8e5f91819b7002b7167e",358,"SignalP_EUK","SignalP-noTM","",1,18,"-",TRUE,"27-07-2020","","",""
"16","g10065",-1.12142537830948,10.8894426991537,-10.355695099503,1.92754788108186e-10,3.14804836432089e-09,13.3253478963705,"g10065.t1","af9afc5257cc3a55fb5276122bd6ea27",298,"Pfam","PF00153","Mitochondrial carrier protein",112,203,"1.7E-25",TRUE,"27-07-2020","IPR018108","Mitochondrial substrate/solute carrier",""
"17","g10065",-1.12142537830948,10.8894426991537,-10.355695099503,1.92754788108186e-10,3.14804836432089e-09,13.3253478963705,"g10065.t1","af9afc5257cc3a55fb5276122bd6ea27",298,"Pfam","PF00153","Mitochondrial carrier protein",209,298,"2.2E-14",TRUE,"27-07-2020","IPR018108","Mitochondrial substrate/solute carrier",""
"18","g10065",-1.12142537830948,10.8894426991537,-10.355695099503,1.92754788108186e-10,3.14804836432089e-09,13.3253478963705,"g10065.t1","af9afc5257cc3a55fb5276122bd6ea27",298,"Pfam","PF00153","Mitochondrial carrier protein",8,102,"2.4E-25",TRUE,"27-07-2020","IPR018108","Mitochondrial substrate/solute carrier",""
"19","g10084",-0.90515825470541,7.22455328316888,-7.89105603060126,3.4268544182831e-08,2.15532014385743e-07,8.06985848721217,"g10084.t1","aa01d38e4a2cedb813c8a3f09c608098",633,"Pfam","PF01926","50S ribosome-binding GTPase",330,390,"9.0E-14",TRUE,"27-07-2020","IPR006073","GTP binding domain","GO:0005525"
"20","g10084",-0.90515825470541,7.22455328316888,-7.89105603060126,3.4268544182831e-08,2.15532014385743e-07,8.06985848721217,"g10084.t1","aa01d38e4a2cedb813c8a3f09c608098",633,"Pfam","PF08153","NGP1NT (NUC091) domain",61,191,"4.7E-50",TRUE,"27-07-2020","IPR012971","Nucleolar GTP-binding protein 2, N-terminal domain",""
"21","g10087",-0.946987589549563,4.37548553744756,-8.04989667663777,2.39589992607915e-08,1.60545846011644e-07,8.82543290310204,"g10087.t1","44b523c437fdf88abf6dc7981098f7cf",326,"Pfam","PF04923","Ninjurin",92,194,"2.7E-27",TRUE,"27-07-2020","IPR007007","Ninjurin","GO:0007155|GO:0016021|GO:0042246"
"22","g10089",3.29504247721621,3.86167600850721,8.08546752096213,2.21239083600884e-08,1.49801790481509e-07,9.1843992040366,"g10089.t1","0c3cb586b3a7de11533ab1f5d3f29372",546,"Pfam","PF04923","Ninjurin",123,225,"1.2E-23",TRUE,"27-07-2020","IPR007007","Ninjurin","GO:0007155|GO:0016021|GO:0042246"
"23","g10089",3.29504247721621,3.86167600850721,8.08546752096213,2.21239083600884e-08,1.49801790481509e-07,9.1843992040366,"g10089.t1","0c3cb586b3a7de11533ab1f5d3f29372",546,"Pfam","PF00445","Ribonuclease T2 family",279,475,"3.1E-33",TRUE,"27-07-2020","IPR001568","Ribonuclease T2-like","GO:0003723|GO:0033897"
"24","g10094",0.557675530460684,4.94618044793637,9.29322124805282,1.6332497075132e-09,1.76971058428505e-08,11.4137950662274,"g10094.t1","16456019863706e7db4d1504b083d6fb",1236,"Pfam","PF12738","twin BRCT domain",115,177,"6.1E-12",TRUE,"27-07-2020","IPR001357","BRCT domain",""
"25","g10094",0.557675530460684,4.94618044793637,9.29322124805282,1.6332497075132e-09,1.76971058428505e-08,11.4137950662274,"g10094.t1","16456019863706e7db4d1504b083d6fb",1236,"Pfam","PF16589","BRCT domain, a BRCA1 C-terminus domain",584,665,"1.9E-7",TRUE,"27-07-2020","IPR001357","BRCT domain",""
"26","g10094",0.557675530460684,4.94618044793637,9.29322124805282,1.6332497075132e-09,1.76971058428505e-08,11.4137950662274,"g10094.t1","16456019863706e7db4d1504b083d6fb",1236,"Pfam","PF12738","twin BRCT domain",210,272,"1.5E-11",TRUE,"27-07-2020","IPR001357","BRCT domain",""
"27","g10094",0.557675530460684,4.94618044793637,9.29322124805282,1.6332497075132e-09,1.76971058428505e-08,11.4137950662274,"g10094.t1","16456019863706e7db4d1504b083d6fb",1236,"Pfam","PF00533","BRCA1 C Terminus (BRCT) domain",402,476,"3.3E-6",TRUE,"27-07-2020","IPR001357","BRCT domain",""
"28","g10094",0.557675530460684,4.94618044793637,9.29322124805282,1.6332497075132e-09,1.76971058428505e-08,11.4137950662274,"g10094.t1","16456019863706e7db4d1504b083d6fb",1236,"Pfam","PF00533","BRCA1 C Terminus (BRCT) domain",1014,1084,"3.0E-5",TRUE,"27-07-2020","IPR001357","BRCT domain",""
"29","g10094",0.557675530460684,4.94618044793637,9.29322124805282,1.6332497075132e-09,1.76971058428505e-08,11.4137950662274,"g10094.t1","16456019863706e7db4d1504b083d6fb",1236,"Pfam","PF00533","BRCA1 C Terminus (BRCT) domain",674,757,"7.4E-13",TRUE,"27-07-2020","IPR001357","BRCT domain",""
"30","g10105",0.686388885076354,4.04145203151154,7.85677687027315,3.70364126683974e-08,2.30772914961709e-07,8.44496550148884,"g10105.t1","e6bc3ab66539fa4578a3a905d1f7bb24",650,"Pfam","PF13481","AAA domain",376,555,"6.0E-25",TRUE,"27-07-2020","","",""
"31","g10110",-1.11392058280453,5.23018250059762,-8.73170108646659,5.35628302487783e-09,4.61723910038779e-08,10.159516934303,"g10110.t1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","g10122",5.56075999202377,0.633964406321492,9.30819658658038,1.58321715166604e-09,1.72279386979608e-08,11.818906031217,"g10122.t1","12c400add9d9b6b4718eb7387f0d7733",251,"Pfam","PF00188","Cysteine-rich secretory protein family",62,183,"6.2E-10",TRUE,"27-07-2020","IPR014044","CAP domain",""
"33","g10122",5.56075999202377,0.633964406321492,9.30819658658038,1.58321715166604e-09,1.72279386979608e-08,11.818906031217,"g10122.t1","12c400add9d9b6b4718eb7387f0d7733",251,"SignalP_EUK","SignalP-noTM","",1,18,"-",TRUE,"27-07-2020","","",""
"34","g10125",5.33181742191723,3.19583761349437,8.58367553328874,7.37628121679469e-09,5.98174292965759e-08,10.420286344959,"g10125.t1","6372609035accb11e5f6293a6adabbae",172,"Pfam","PF00188","Cysteine-rich secretory protein family",31,150,"7.9E-18",TRUE,"27-07-2020","IPR014044","CAP domain",""
"35","g10127",0.98111367137592,4.28371279606578,8.447170945357,9.93373686973906e-09,7.68031474518506e-08,9.72993477706846,"g10127.t1","4212fba4e4d20e8bc6b1aa30795f3b1a",344,"Pfam","PF11717","RNA binding activity-knot of a chromodomain",14,65,"9.1E-14",TRUE,"27-07-2020","IPR025995","RNA binding activity-knot of a chromodomain",""
"36","g10127",0.98111367137592,4.28371279606578,8.447170945357,9.93373686973906e-09,7.68031474518506e-08,9.72993477706846,"g10127.t1","4212fba4e4d20e8bc6b1aa30795f3b1a",344,"Pfam","PF05712","MRG",163,333,"6.0E-48",TRUE,"27-07-2020","IPR026541","MRG domain",""
"37","g10128",-3.85755293363219,7.53960433754446,-7.83845843742837,3.86085375552217e-08,2.39692539941341e-07,7.98788520398879,"g10128.t1","5fa964e624821c3f6ee61edca5813949",1320,"Pfam","PF07679","Immunoglobulin I-set domain",526,613,"1.5E-17",TRUE,"27-07-2020","IPR013098","Immunoglobulin I-set",""
"38","g10128",-3.85755293363219,7.53960433754446,-7.83845843742837,3.86085375552217e-08,2.39692539941341e-07,7.98788520398879,"g10128.t1","5fa964e624821c3f6ee61edca5813949",1320,"Pfam","PF13855","Leucine rich repeat",73,132,"6.5E-16",TRUE,"27-07-2020","IPR001611","Leucine-rich repeat","GO:0005515"
"39","g10128",-3.85755293363219,7.53960433754446,-7.83845843742837,3.86085375552217e-08,2.39692539941341e-07,7.98788520398879,"g10128.t1","5fa964e624821c3f6ee61edca5813949",1320,"Pfam","PF03098","Animal haem peroxidase",746,1292,"7.4E-187",TRUE,"27-07-2020","IPR019791","Haem peroxidase, animal-type",""
"40","g10128",-3.85755293363219,7.53960433754446,-7.83845843742837,3.86085375552217e-08,2.39692539941341e-07,7.98788520398879,"g10128.t1","5fa964e624821c3f6ee61edca5813949",1320,"Pfam","PF13927","Immunoglobulin domain",339,409,"4.6E-8",TRUE,"27-07-2020","","",""
"41","g10128",-3.85755293363219,7.53960433754446,-7.83845843742837,3.86085375552217e-08,2.39692539941341e-07,7.98788520398879,"g10128.t1","5fa964e624821c3f6ee61edca5813949",1320,"Pfam","PF07679","Immunoglobulin I-set domain",445,518,"2.1E-15",TRUE,"27-07-2020","IPR013098","Immunoglobulin I-set",""
"42","g10128",-3.85755293363219,7.53960433754446,-7.83845843742837,3.86085375552217e-08,2.39692539941341e-07,7.98788520398879,"g10128.t1","5fa964e624821c3f6ee61edca5813949",1320,"Pfam","PF13927","Immunoglobulin domain",232,305,"2.7E-14",TRUE,"27-07-2020","","",""
"43","g10128",-3.85755293363219,7.53960433754446,-7.83845843742837,3.86085375552217e-08,2.39692539941341e-07,7.98788520398879,"g10128.t1","5fa964e624821c3f6ee61edca5813949",1320,"SignalP_EUK","SignalP-noTM","",1,19,"-",TRUE,"27-07-2020","","",""
"44","g10133",-1.61912465037076,7.13528855893931,-8.07000845499273,2.29030317403769e-08,1.54408105753444e-07,8.48818289153672,"g10133.t1","9f2b7d9c4b0b50ef2fa9c4e0540624dd",1316,"Pfam","PF07679","Immunoglobulin I-set domain",430,517,"2.7E-16",TRUE,"27-07-2020","IPR013098","Immunoglobulin I-set",""
"45","g10133",-1.61912465037076,7.13528855893931,-8.07000845499273,2.29030317403769e-08,1.54408105753444e-07,8.48818289153672,"g10133.t1","9f2b7d9c4b0b50ef2fa9c4e0540624dd",1316,"Pfam","PF13927","Immunoglobulin domain",234,309,"2.2E-12",TRUE,"27-07-2020","","",""
"46","g10133",-1.61912465037076,7.13528855893931,-8.07000845499273,2.29030317403769e-08,1.54408105753444e-07,8.48818289153672,"g10133.t1","9f2b7d9c4b0b50ef2fa9c4e0540624dd",1316,"Pfam","PF13855","Leucine rich repeat",122,181,"1.3E-10",TRUE,"27-07-2020","IPR001611","Leucine-rich repeat","GO:0005515"
"47","g10133",-1.61912465037076,7.13528855893931,-8.07000845499273,2.29030317403769e-08,1.54408105753444e-07,8.48818289153672,"g10133.t1","9f2b7d9c4b0b50ef2fa9c4e0540624dd",1316,"Pfam","PF07679","Immunoglobulin I-set domain",340,413,"4.2E-9",TRUE,"27-07-2020","IPR013098","Immunoglobulin I-set",""
"48","g10133",-1.61912465037076,7.13528855893931,-8.07000845499273,2.29030317403769e-08,1.54408105753444e-07,8.48818289153672,"g10133.t1","9f2b7d9c4b0b50ef2fa9c4e0540624dd",1316,"Pfam","PF03098","Animal haem peroxidase",741,1287,"5.0E-191",TRUE,"27-07-2020","IPR019791","Haem peroxidase, animal-type",""
"49","g10133",-1.61912465037076,7.13528855893931,-8.07000845499273,2.29030317403769e-08,1.54408105753444e-07,8.48818289153672,"g10133.t1","9f2b7d9c4b0b50ef2fa9c4e0540624dd",1316,"SignalP_EUK","SignalP-noTM","",1,19,"-",TRUE,"27-07-2020","","",""
"50","g10133",-1.61912465037076,7.13528855893931,-8.07000845499273,2.29030317403769e-08,1.54408105753444e-07,8.48818289153672,"g10133.t1","9f2b7d9c4b0b50ef2fa9c4e0540624dd",1316,"Pfam","PF13855","Leucine rich repeat",50,109,"1.1E-11",TRUE,"27-07-2020","IPR001611","Leucine-rich repeat","GO:0005515"
"51","g10133",-1.61912465037076,7.13528855893931,-8.07000845499273,2.29030317403769e-08,1.54408105753444e-07,8.48818289153672,"g10133.t1","9f2b7d9c4b0b50ef2fa9c4e0540624dd",1316,"Pfam","PF07679","Immunoglobulin I-set domain",525,612,"1.0E-15",TRUE,"27-07-2020","IPR013098","Immunoglobulin I-set",""
"52","g10142",-3.35715849298531,-0.784454142305366,-8.90030569599156,3.73335671640534e-09,3.42952989102811e-08,10.8735482181967,"g10142.t1","2d0c6ffe7342d41b26769d2eda5b2bff",827,"Pfam","PF05192","MutS domain III",224,537,"3.8E-19",TRUE,"27-07-2020","IPR007696","DNA mismatch repair protein MutS, core","GO:0005524|GO:0006298|GO:0030983"
"53","g10142",-3.35715849298531,-0.784454142305366,-8.90030569599156,3.73335671640534e-09,3.42952989102811e-08,10.8735482181967,"g10142.t1","2d0c6ffe7342d41b26769d2eda5b2bff",827,"Pfam","PF00488","MutS domain V",589,774,"4.4E-46",TRUE,"27-07-2020","IPR000432","DNA mismatch repair protein MutS, C-terminal","GO:0005524|GO:0006298|GO:0030983"
"54","g10143",1.47964272127805,2.19923723413057,7.57093975924005,7.12098278804127e-08,3.99017651802109e-07,8.16132699316425,"g10143.t1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"55","g10145",0.654890242005297,4.15419443901563,8.55816730950939,7.79674223211717e-09,6.26848714022147e-08,9.98937332919526,"g10145.t1","f26d55e359b4dae378702d1ff0df972f",687,"Pfam","PF00249","Myb-like DNA-binding domain",423,464,"3.9E-9",TRUE,"27-07-2020","IPR001005","SANT/Myb domain",""
"56","g10146",5.01668890761016,1.54521579036487,8.56110463488594,7.74709530930459e-09,6.23124367027678e-08,10.4008918250257,"g10146.t1","0944619d0be8a7ec8952f00ef287b6e5",823,"Pfam","PF07782","DC-STAMP-like protein",419,607,"1.4E-33",TRUE,"27-07-2020","IPR012858","Dendritic cell-specific transmembrane protein-like","GO:0016021"
"57","g10157",-4.19612954477487,0.782501341681027,-7.31074751509338,1.30323288150121e-07,6.67421832703254e-07,7.67213979206356,"g10157.t2","ab7eb84ed94f990bc0f3ca4e6d875d2e",345,"SignalP_EUK","SignalP-noTM","",1,18,"-",TRUE,"27-07-2020","","",""
"58","g10157",-4.19612954477487,0.782501341681027,-7.31074751509338,1.30323288150121e-07,6.67421832703254e-07,7.67213979206356,"g10157.t1","5de6a9fcf5957f7fbcd5eb8f7651de27",429,"SignalP_EUK","SignalP-noTM","",1,18,"-",TRUE,"27-07-2020","","",""
"59","g10159",-1.5134428292969,9.16863949681711,-11.5151385547353,2.18628990544993e-11,5.65389647410769e-10,15.5710415608828,"g10159.t1","3de1b1fc0ba216d08991e8044a6ec637",926,"Pfam","PF13927","Immunoglobulin domain",736,796,"3.5E-7",TRUE,"27-07-2020","","",""
"60","g10159",-1.5134428292969,9.16863949681711,-11.5151385547353,2.18628990544993e-11,5.65389647410769e-10,15.5710415608828,"g10159.t1","3de1b1fc0ba216d08991e8044a6ec637",926,"Pfam","PF13927","Immunoglobulin domain",626,703,"1.0E-9",TRUE,"27-07-2020","","",""
"61","g10159",-1.5134428292969,9.16863949681711,-11.5151385547353,2.18628990544993e-11,5.65389647410769e-10,15.5710415608828,"g10159.t1","3de1b1fc0ba216d08991e8044a6ec637",926,"Pfam","PF00041","Fibronectin type III domain",813,897,"1.5E-9",TRUE,"27-07-2020","IPR003961","Fibronectin type III","GO:0005515"
"62","g10159",-1.5134428292969,9.16863949681711,-11.5151385547353,2.18628990544993e-11,5.65389647410769e-10,15.5710415608828,"g10159.t1","3de1b1fc0ba216d08991e8044a6ec637",926,"Pfam","PF13927","Immunoglobulin domain",220,294,"1.5E-7",TRUE,"27-07-2020","","",""
"63","g10159",-1.5134428292969,9.16863949681711,-11.5151385547353,2.18628990544993e-11,5.65389647410769e-10,15.5710415608828,"g10159.t1","3de1b1fc0ba216d08991e8044a6ec637",926,"Pfam","PF13927","Immunoglobulin domain",412,493,"4.1E-7",TRUE,"27-07-2020","","",""
"64","g10159",-1.5134428292969,9.16863949681711,-11.5151385547353,2.18628990544993e-11,5.65389647410769e-10,15.5710415608828,"g10159.t1","3de1b1fc0ba216d08991e8044a6ec637",926,"SignalP_EUK","SignalP-noTM","",1,18,"-",TRUE,"27-07-2020","","",""
"65","g10160",-1.70579659331295,3.97718491807966,-10.3612735434237,1.90674609566189e-10,3.11679010876764e-09,13.8494776598985,"g10160.t1","4d6dfda25c6a265b0d4c5ab03d4a6108",476,"Pfam","PF07679","Immunoglobulin I-set domain",257,333,"2.9E-5",TRUE,"27-07-2020","IPR013098","Immunoglobulin I-set",""
"66","g10161",-1.89671066157004,4.09517818881241,-10.6721647828277,1.04769905138033e-10,1.93912236074332e-09,14.4132790434179,"g10161.t1","6ce5a2327b7447815de5e76ee8a905a0",436,"Pfam","PF07679","Immunoglobulin I-set domain",229,299,"9.9E-6",TRUE,"27-07-2020","IPR013098","Immunoglobulin I-set",""
"67","g10161",-1.89671066157004,4.09517818881241,-10.6721647828277,1.04769905138033e-10,1.93912236074332e-09,14.4132790434179,"g10161.t1","6ce5a2327b7447815de5e76ee8a905a0",436,"Pfam","PF07679","Immunoglobulin I-set domain",119,204,"1.2E-11",TRUE,"27-07-2020","IPR013098","Immunoglobulin I-set",""
"68","g10161",-1.89671066157004,4.09517818881241,-10.6721647828277,1.04769905138033e-10,1.93912236074332e-09,14.4132790434179,"g10161.t1","6ce5a2327b7447815de5e76ee8a905a0",436,"SignalP_EUK","SignalP-noTM","",1,21,"-",TRUE,"27-07-2020","","",""
"69","g10164",-0.427125192405873,6.37012796860605,-8.67271210347577,6.08267331216426e-09,5.10950008645913e-08,9.87594687540712,"g10164.t1","330e5ab63f2c0c2ecc23b9f9948168d3",689,"Pfam","PF00581","Rhodanese-like domain",329,433,"3.4E-5",TRUE,"27-07-2020","IPR001763","Rhodanese-like domain",""
"70","g10164",-0.427125192405873,6.37012796860605,-8.67271210347577,6.08267331216426e-09,5.10950008645913e-08,9.87594687540712,"g10164.t1","330e5ab63f2c0c2ecc23b9f9948168d3",689,"Pfam","PF00566","Rab-GTPase-TBC domain",39,232,"4.2E-18",TRUE,"27-07-2020","IPR000195","Rab-GTPase-TBC domain",""
"71","g10172",-1.40464121407382,5.55804058615064,-9.90069010258416,4.73073585181839e-10,6.57011603598096e-09,12.5979394414407,"g10172.t1","9331d836e008912a258eb7d917988b0c",534,"Pfam","PF00047","Immunoglobulin domain",224,292,"1.4E-6",TRUE,"27-07-2020","IPR013151","Immunoglobulin",""
"72","g10172",-1.40464121407382,5.55804058615064,-9.90069010258416,4.73073585181839e-10,6.57011603598096e-09,12.5979394414407,"g10172.t1","9331d836e008912a258eb7d917988b0c",534,"Pfam","PF13927","Immunoglobulin domain",308,388,"1.3E-9",TRUE,"27-07-2020","","",""
"73","g10173",-1.44253909468969,6.95262041621965,-8.36692109079341,1.18471553439358e-08,8.89556730250111e-08,9.16887143910713,"g10173.t1","4364f3bac854c15a947cea949a9a3f56",648,"Pfam","PF07732","Multicopper oxidase",95,206,"2.7E-30",TRUE,"27-07-2020","IPR011707","Multicopper oxidase, type 3","GO:0005507"
"74","g10173",-1.44253909468969,6.95262041621965,-8.36692109079341,1.18471553439358e-08,8.89556730250111e-08,9.16887143910713,"g10173.t1","4364f3bac854c15a947cea949a9a3f56",648,"SignalP_EUK","SignalP-noTM","",1,18,"-",TRUE,"27-07-2020","","",""
"75","g10173",-1.44253909468969,6.95262041621965,-8.36692109079341,1.18471553439358e-08,8.89556730250111e-08,9.16887143910713,"g10173.t1","4364f3bac854c15a947cea949a9a3f56",648,"Pfam","PF00394","Multicopper oxidase",222,374,"2.3E-30",TRUE,"27-07-2020","IPR001117","Multicopper oxidase, type 1","GO:0055114"
"76","g10173",-1.44253909468969,6.95262041621965,-8.36692109079341,1.18471553439358e-08,8.89556730250111e-08,9.16887143910713,"g10173.t1","4364f3bac854c15a947cea949a9a3f56",648,"Pfam","PF07731","Multicopper oxidase",507,625,"1.6E-27",TRUE,"27-07-2020","IPR011706","Multicopper oxidase, type 2","GO:0005507|GO:0016491|GO:0055114"
"77","g10175",-1.95985651363354,2.10295576738168,-8.42521729170302,1.04232684773272e-08,7.98398892361594e-08,10.0848537890385,"g10175.t1","22f6133439c2ec1b9b5f86f19a792c7b",681,"Pfam","PF07731","Multicopper oxidase",492,618,"2.3E-29",TRUE,"27-07-2020","IPR011706","Multicopper oxidase, type 2","GO:0005507|GO:0016491|GO:0055114"
"78","g10175",-1.95985651363354,2.10295576738168,-8.42521729170302,1.04232684773272e-08,7.98398892361594e-08,10.0848537890385,"g10175.t1","22f6133439c2ec1b9b5f86f19a792c7b",681,"Pfam","PF07732","Multicopper oxidase",84,193,"3.1E-31",TRUE,"27-07-2020","IPR011707","Multicopper oxidase, type 3","GO:0005507"
"79","g10175",-1.95985651363354,2.10295576738168,-8.42521729170302,1.04232684773272e-08,7.98398892361594e-08,10.0848537890385,"g10175.t1","22f6133439c2ec1b9b5f86f19a792c7b",681,"Pfam","PF00394","Multicopper oxidase",210,362,"5.6E-28",TRUE,"27-07-2020","IPR001117","Multicopper oxidase, type 1","GO:0055114"
"80","g10176",-2.30695805538413,1.7429214330923,-8.57146880207122,7.5745006300053e-09,6.11866920775396e-08,10.4158665219637,"g10176.t1","090d6100fcba4676ecdb6a3524de0db7",649,"Pfam","PF07732","Multicopper oxidase",97,208,"3.6E-32",TRUE,"27-07-2020","IPR011707","Multicopper oxidase, type 3","GO:0005507"
"81","g10176",-2.30695805538413,1.7429214330923,-8.57146880207122,7.5745006300053e-09,6.11866920775396e-08,10.4158665219637,"g10176.t1","090d6100fcba4676ecdb6a3524de0db7",649,"SignalP_EUK","SignalP-noTM","",1,18,"-",TRUE,"27-07-2020","","",""
"82","g10176",-2.30695805538413,1.7429214330923,-8.57146880207122,7.5745006300053e-09,6.11866920775396e-08,10.4158665219637,"g10176.t1","090d6100fcba4676ecdb6a3524de0db7",649,"Pfam","PF07731","Multicopper oxidase",503,626,"3.6E-27",TRUE,"27-07-2020","IPR011706","Multicopper oxidase, type 2","GO:0005507|GO:0016491|GO:0055114"
"83","g10176",-2.30695805538413,1.7429214330923,-8.57146880207122,7.5745006300053e-09,6.11866920775396e-08,10.4158665219637,"g10176.t1","090d6100fcba4676ecdb6a3524de0db7",649,"Pfam","PF00394","Multicopper oxidase",223,375,"5.2E-32",TRUE,"27-07-2020","IPR001117","Multicopper oxidase, type 1","GO:0055114"
"84","g10177",-3.2050581525939,2.53076610461225,-9.515643311626,1.03193632424165e-09,1.23312773379265e-08,12.3656454946279,"g10177.t1","49192896ffc4fabbfc1bad9a8dc6bbc2",649,"SignalP_EUK","SignalP-noTM","",1,18,"-",TRUE,"27-07-2020","","",""
"85","g10177",-3.2050581525939,2.53076610461225,-9.515643311626,1.03193632424165e-09,1.23312773379265e-08,12.3656454946279,"g10177.t1","49192896ffc4fabbfc1bad9a8dc6bbc2",649,"Pfam","PF00394","Multicopper oxidase",223,375,"6.2E-29",TRUE,"27-07-2020","IPR001117","Multicopper oxidase, type 1","GO:0055114"
"86","g10177",-3.2050581525939,2.53076610461225,-9.515643311626,1.03193632424165e-09,1.23312773379265e-08,12.3656454946279,"g10177.t1","49192896ffc4fabbfc1bad9a8dc6bbc2",649,"Pfam","PF07732","Multicopper oxidase",97,207,"4.0E-34",TRUE,"27-07-2020","IPR011707","Multicopper oxidase, type 3","GO:0005507"
"87","g10177",-3.2050581525939,2.53076610461225,-9.515643311626,1.03193632424165e-09,1.23312773379265e-08,12.3656454946279,"g10177.t1","49192896ffc4fabbfc1bad9a8dc6bbc2",649,"Pfam","PF07731","Multicopper oxidase",508,626,"7.1E-27",TRUE,"27-07-2020","IPR011706","Multicopper oxidase, type 2","GO:0005507|GO:0016491|GO:0055114"
