id: NA
id: NA
id: NA
id: NA
id: GO:0006508
id: GO:0008234
id: GO:0004672
id: GO:0005524
id: GO:0006468
id: NA
id: NA
id: NA
id: NA
id: GO:0003924
id: GO:0005524
id: GO:0005975
id: GO:0016773
id: GO:0005515
id: NA
id: NA
id: NA
id: NA
id: NA
id: NA
id: NA
id: NA
id: NA
id: NA
id: GO:0004930
id: GO:0007186
id: GO:0016021
id: NA
id: NA
id: NA
id: GO:0005524
id: NA
id: NA
id: NA
id: NA
id: NA
id: NA
id: NA
id: NA
id: NA
id: NA
id: NA
id: NA
id: NA
id: NA
id: NA
id: NA
id: NA
id: GO:0030170
id: NA
id: NA
id: GO:0003676
id: NA
id: NA
id: NA
id: GO:0006886
id: NA
id: NA
id: NA
id: NA
id: NA
id: GO:0019901
id: GO:0003924
id: GO:0004252
id: GO:0016021
id: GO:0016787
id: NA
id: NA
id: NA
id: GO:0005515
id: NA
id: GO:0008270
id: NA
id: GO:0006486
id: GO:0008378
id: GO:0016020
id: GO:0005524
id: GO:0005975
id: GO:0016773
id: NA
id: NA
id: GO:0007283
id: GO:0035092
id: GO:0005634
id: NA
id: GO:0031110
id: NA
id: NA
id: NA
id: NA
id: GO:0003924
id: GO:0005524
id: GO:0016887
id: NA
id: GO:0008270
id: NA
id: GO:0016021
id: GO:0004672
id: GO:0005524
id: GO:0006468
id: NA
id: NA
id: NA
id: NA
id: NA
id: GO:0008270
id: NA
id: NA
id: NA
id: NA
id: GO:0005216
id: GO:0006811
id: GO:0016020
id: GO:0055085
id: GO:0005515
id: GO:0008270
id: NA
id: GO:0005524
id: GO:0016887
id: GO:0003677
id: NA
id: NA
id: NA
id: GO:0003924
id: NA
id: GO:0003924
id: NA
id: NA
id: NA
id: NA
id: NA
id: NA
id: NA
id: GO:0005506
id: GO:0016705
id: GO:0020037
id: GO:0055114
id: GO:0015267
id: GO:0016020
id: GO:0055085
id: GO:0016021
id: GO:0055085
id: NA
id: NA
id: NA
id: NA
id: NA
id: GO:0003924
id: NA
id: NA
id: NA
id: NA
id: NA
id: NA
id: GO:0016747
id: GO:0003924
id: NA
id: NA
id: NA
id: NA
id: GO:0003677
id: NA
id: NA
id: GO:0003677
id: GO:0006355
id: NA
id: NA
id: GO:0005509
id: GO:0004252
id: GO:0006508
id: NA
id: NA
id: NA
id: NA
id: NA
id: GO:0016021
id: GO:0016021
id: GO:0022857
id: GO:0055085
id: NA
id: NA
id: GO:0003676
id: GO:0006139
id: GO:0008408
id: NA
id: NA
id: NA
id: NA
id: GO:0004252
id: GO:0006508
id: GO:0004252
id: GO:0006508
id: NA
id: NA
id: NA
id: GO:0005524
id: GO:0016887
id: NA
id: NA
id: NA
id: NA
id: NA
id: NA
id: NA
id: NA
id: GO:0004252
id: GO:0006508
id: GO:0006812
id: GO:0008324
id: GO:0016021
id: GO:0055085
id: NA
id: NA
id: NA
id: NA
id: GO:0005509
id: NA
id: GO:0005634
id: NA
id: NA
id: NA
id: NA
id: NA
id: GO:0003924
id: NA
id: NA
id: GO:0004252
id: GO:0006508
id: GO:0003924
id: NA
id: NA
id: NA
id: GO:0004252
id: GO:0006508
id: NA
id: GO:0004252
id: GO:0006508
id: NA
id: GO:0004252
id: GO:0006508
id: NA
id: NA
id: GO:0009058
id: GO:0016788
id: NA
id: NA
id: NA
id: NA
id: NA
id: GO:0004252
id: GO:0006508
id: GO:0016021
id: NA
id: GO:0005515
id: GO:0016021
id: GO:0022857
id: GO:0055085
id: NA
id: NA
id: GO:0003924
id: NA
id: NA
id: GO:0004252
id: GO:0006508
id: NA
id: GO:0005524
id: GO:0016887
id: GO:0003676
id: NA
id: GO:0016746
id: GO:0003924
id: GO:0004252
id: GO:0006508
id: NA
id: NA
id: NA
id: GO:0005515
id: NA
id: GO:0005506
id: GO:0016705
id: GO:0020037
id: GO:0055114
id: NA
id: GO:0005515
id: GO:0016972
id: GO:0055114
id: NA
id: NA
id: NA
id: NA
id: NA
id: NA
id: NA
id: NA
id: NA
id: NA
id: NA
id: GO:0004252
id: GO:0006508
id: GO:0003824
id: GO:0005975
id: GO:0004252
id: GO:0006508
id: NA
id: NA
id: NA
id: NA
id: NA
id: GO:0009058
id: GO:0016788
id: NA
id: GO:0046983
id: GO:0016021
id: NA
id: NA
id: GO:0005515
id: NA
id: GO:0005506
id: GO:0016705
id: GO:0020037
id: GO:0055114
id: GO:0005506
id: GO:0016705
id: GO:0020037
id: GO:0055114
id: NA
id: GO:0006486
id: GO:0008378
id: GO:0016020
id: NA
id: NA
id: GO:0005509
id: GO:0005524
id: GO:0016887
id: GO:0003723
id: GO:0033897
id: NA
id: NA
id: NA
id: GO:0005634
id: NA
id: GO:0015074
id: GO:0042073
id: NA
id: NA
id: NA
id: GO:0005524
id: GO:0016887
id: NA
id: NA
id: GO:0017121
id: GO:0017128
id: GO:0004252
id: GO:0006508
id: GO:0016021
id: GO:0055085
id: GO:0022857
id: NA
id: GO:0042302
id: NA
id: GO:0004252
id: GO:0006508
id: NA
id: NA
id: GO:0016021
id: GO:0022857
id: GO:0055085
id: NA
id: NA
id: NA
id: NA
id: GO:0003677
id: NA
id: GO:0005506
id: GO:0016705
id: GO:0020037
id: GO:0055114
id: NA
