"","seq","length","b.status.final","cov.04v13","b.status","b.status.asn","b.status.kmer","gene","gene_len","blast","diamond","pfam_acc","pfam_descr","ipr_acc","ipr_descr","GO","anno"
"4976","scaffold_295",464503,"B2",0.445260673936596,"B.loose","A","A","g17817",1903,NA,"A0A2J7QCN0",NA,NA,NA,NA,NA,"Y"
"4977","scaffold_295",464503,"B2",0.445260673936596,"B.loose","A","A","g17816",376,NA,NA,NA,NA,NA,NA,NA,"N"
"4978","scaffold_295",464503,"B2",0.445260673936596,"B.loose","A","A","g17793",1052,NA,NA,NA,NA,NA,NA,NA,"N"
"4979","scaffold_295",464503,"B2",0.445260673936596,"B.loose","A","A","g17805",584,NA,NA,NA,NA,NA,NA,NA,"N"
"4980","scaffold_295",464503,"B2",0.445260673936596,"B.loose","A","A","g17812",509,NA,NA,NA,NA,NA,NA,NA,"N"
"4981","scaffold_295",464503,"B2",0.445260673936596,"B.loose","A","A","g17818",1395,"NXF1_RAT","A0A2J7R106","PF09162;PF03943","Tap, RNA-binding; TAP C-terminal domain","IPR015245;IPR005637","Nuclear RNA export factor Tap, RNA-binding domain; TAP C-terminal (TAP-C) domain","GO:0003723;GO:0005634;GO:0005737;GO:0006406;GO:0051028","Y"
"4982","scaffold_295",464503,"B2",0.445260673936596,"B.loose","A","A","g17809",293,NA,NA,NA,NA,NA,NA,NA,"N"
"4983","scaffold_295",464503,"B2",0.445260673936596,"B.loose","A","A","g17806",645,"BHE22_XENTR","A0A1S3D3L0","PF00010","Helix-loop-helix DNA-binding domain","IPR011598","Myc-type, basic helix-loop-helix (bHLH) domain","GO:0046983","Y"
"4984","scaffold_295",464503,"B2",0.445260673936596,"B.loose","A","A","g17800",2289,NA,"A0A151JC66","PF03175","DNA polymerase type B, organellar and viral","IPR004868","DNA-directed DNA polymerase, family B, mitochondria/virus","GO:0000166;GO:0003677;GO:0003887;GO:0006260","Y"
"4985","scaffold_295",464503,"B2",0.445260673936596,"B.loose","A","A","g17797",638,NA,NA,NA,NA,NA,NA,NA,"N"
"4986","scaffold_295",464503,"B2",0.445260673936596,"B.loose","A","A","g17808",2723,NA,"A0A0L7RH29","PF09128;PF00130;PF00595","Regulator of G protein signalling-like domain; Phorbol esters/diacylglycerol binding domain (C1 domain); PDZ domain","IPR015212;IPR002219;IPR001478","Regulator of G protein signalling-like domain; Protein kinase C-like, phorbol ester/diacylglycerol-binding domain; PDZ domain","GO:0005089;GO:0005737;GO:0035556;GO:0005515","Y"
"4987","scaffold_295",464503,"B2",0.445260673936596,"B.loose","A","A","g17790",988,NA,NA,NA,NA,NA,NA,NA,"N"
"4988","scaffold_295",464503,"B2",0.445260673936596,"B.loose","A","A","g17798",1807,"YMD2_CAEEL","A0A151IDY8",NA,NA,NA,NA,NA,"Y"
"7670","scaffold_607",138163,"B2",0.530665846219299,"B.loose","A","A","g14106",2281,"BAB2_DROME","A0A482WRV5","PF00651;PF00096","BTB/POZ domain; Zinc finger, C2H2 type","IPR000210;IPR013087","BTB/POZ domain; Zinc finger C2H2-type","GO:0005515;GO:0003676","Y"
"7671","scaffold_607",138163,"B2",0.530665846219299,"B.loose","A","A","g14107",470,NA,NA,NA,NA,NA,NA,NA,"N"
