seq,length,PV04.mapped,PV13.mapped,PV21.mapped,PV23.mapped,cov.13v21,cov.13v23,cov.04v21,cov.04v23,cov.04v13,cov.21v23,b.status,PV04.asn,PV13.asn,PV21.asn,PV23.asn,b.status.asn,b.status.cov.asn,A.lo,B.lo,A.st,B.st,AB.ratio.st,AB.ratio.lo,b.status.kmer,b.status.final
scaffold_17,2133015,680052,810176,418285,397934,-0.102836111,0.092131695,-0.201880795,-0.050634968,-0.17858936,0.161224254,A,Y,Y,Y,Y,A,A,1997813,109958,2083338,24433,-6.413863742,-4.183384675,A,A
scaffold_18,2121024,774486,780518,474538,527671,-0.338676437,-0.368780318,-0.196323907,-0.270149769,0.062807853,-0.063847433,A,Y,Y,Y,Y,A,A,1993849,100343,2077499,16693,-6.959374991,-4.312530619,A,A
scaffold_19,2112375,485997,767811,291863,369584,0.338873307,0.121274265,-0.167384166,-0.428705188,-0.58580215,-0.251342594,A,Y,Y,Y,Y,A,A,1989314,106240,2046504,49050,-5.382735832,-4.226859203,A,A
scaffold_20,2080048,714672,911400,365914,382330,0.259993868,0.319691134,0.062736457,0.078711744,-0.276802087,0.025953715,A,Y,Y,Y,Y,A,A,1905727,162048,1991758,76017,-4.711558215,-3.555840199,A,A
scaffold_21,2065129,786392,879206,492955,510491,-0.221839537,-0.149258118,-0.229246671,-0.200387233,-0.086951811,0.038837867,A,Y,Y,Y,Y,A,A,1955267,96293,2003790,47770,-5.390453152,-4.343776647,A,A
scaffold_22,1994893,708159,789663,284755,312989,0.414929152,0.401549719,0.411310845,0.354209432,-0.083162983,-0.047122985,A,Y,Y,Y,Y,A,A,1774101,191964,1870141,95924,-4.285097148,-3.208173757,A,A
scaffold_23,1994711,479593,588270,264167,292423,0.098441673,0.074846557,-0.042680376,-0.109997472,-0.220666726,-0.057338668,A,Y,Y,Y,Y,A,A,1782121,140258,1837342,85037,-4.433369501,-3.667430852,A,A
scaffold_24,1928806,747877,829152,348651,372979,0.193267055,0.21896743,0.197976917,0.179955313,-0.074834814,-0.008043177,A,Y,Y,Y,Y,A,A,1709692,209753,1794626,124819,-3.845763,-3.026967064,A,A
scaffold_25,1916934,1063110,949678,391440,386085,0.22206155,0.364945073,0.538387189,0.637548731,0.236780962,0.10913997,A,Y,Y,Y,Y,A,A,1613129,292578,1826249,79458,-4.522529826,-2.46296458,A,A
scaffold_26,1877544,589363,695414,310718,348613,0.105680195,0.06267104,0.020510206,-0.066220929,-0.164714665,-0.076752707,A,Y,Y,Y,Y,A,A,1650480,208182,1734031,124631,-3.798384081,-2.986962361,A,A
scaffold_27,1871822,709104,857326,386659,403201,0.092196526,0.154770146,-0.028104526,-0.009252886,-0.199845729,0.028830068,A,Y,Y,Y,Y,A,A,1745764,115013,1855029,5748,-8.333915773,-3.923977981,A,A
scaffold_28,1812903,623140,628539,270928,295632,0.157506205,0.154624603,0.298605546,0.252001964,0.061554665,-0.036625154,A,Y,Y,Y,Y,A,A,1530586,257245,1574107,213724,-2.880706949,-2.572864502,A,A
scaffold_29,1762846,601320,614713,306884,335726,-0.054366317,-0.060945863,0.067398942,0.017097416,0.042220582,-0.040323098,A,Y,Y,Y,Y,A,A,1613688,117234,1697355,33567,-5.660058791,-3.782887311,A,A
scaffold_30,1716177,669810,630556,404048,447737,-0.414487,-0.439600614,-0.173814464,-0.242650058,0.16112786,-0.058857166,A,Y,Y,Y,Y,A,A,1600817,90675,1646657,44835,-5.198739562,-4.141944734,A,A
scaffold_31,1715383,805709,717624,352121,327636,-0.029428745,0.197559223,0.291147024,0.474413012,0.241031092,0.193244416,A,Y,Y,Y,Y,A,A,1530075,175070,1699410,5735,-8.210774069,-3.127591284,A,A
scaffold_32,1713197,559237,689329,296999,339171,0.158148344,0.089605091,0.009961193,-0.10230404,-0.227731827,-0.102286805,A,Y,Y,Y,Y,A,A,1648759,52966,1687046,14679,-6.844504388,-4.960143801,A,A
scaffold_33,1685622,592028,598005,269749,313528,0.091953471,-0.002011571,0.231006617,0.093319594,0.059508469,-0.127708594,A,Y,Y,Y,Y,A,A,1456500,205220,1567800,93920,-4.061150871,-2.827256419,A,A
scaffold_34,1677135,806563,823868,492927,540106,-0.315545503,-0.324402926,-0.192626189,-0.245205592,0.043374637,-0.042600975,A,Y,Y,Y,Y,A,A,1653083,12183,1664988,278,-12.5429599,-7.084028379,A,A
scaffold_35,1661356,727263,749189,424569,468714,-0.23725432,-0.256951961,-0.126561541,-0.189981162,0.031148102,-0.053441193,A,Y,Y,Y,Y,A,A,1630634,15360,1645597,397,-12.01355589,-6.730017938,A,A
scaffold_36,1654184,650735,795689,349181,388864,0.131643748,0.099364439,-0.004945093,-0.080946382,-0.216133518,-0.066022861,A,Y,Y,Y,Y,A,A,1523581,115191,1600893,37879,-5.401297645,-3.725354717,A,A
scaffold_37,1648890,403391,607479,213707,261744,0.450612468,0.281102295,0.013503288,-0.199728866,-0.516653857,-0.203253725,A,Y,Y,Y,Y,A,A,1488620,149782,1574129,64273,-4.614175622,-3.313030697,A,A
scaffold_38,1625795,584248,579512,226639,249772,0.29785499,0.280650854,0.463142583,0.402216467,0.085742916,-0.050947688,A,Y,Y,Y,Y,A,A,1321837,289878,1429066,182649,-2.967919898,-2.189022648,A,A
scaffold_39,1602743,514624,609958,288190,279346,0.025103461,0.193081306,-0.066542008,0.057713856,-0.171190146,0.134234293,A,Y,Y,Y,Y,A,A,1472891,117728,1564191,26428,-5.887151961,-3.645110002,A,A
scaffold_40,1584338,761958,630648,333308,342202,-0.136606533,-0.051587777,0.289814827,0.331111602,0.346876683,0.051275204,A,Y,Y,Y,Y,A,A,1482357,83308,1564408,1257,-10.2802701,-4.15327774,A,A
scaffold_41,1577355,812934,763159,385766,450863,-0.072327707,-0.174279402,0.172371998,0.026698323,0.165155028,-0.135695247,A,Y,Y,Y,Y,A,A,1539940,30407,1570050,297,-12.36321147,-5.662280337,A,A
scaffold_42,1571520,456998,590814,218428,247841,0.378958516,0.319713125,0.161988328,0.059020957,-0.296514865,-0.092988943,A,Y,Y,Y,Y,A,A,1454084,104408,1528588,29904,-5.675670026,-3.799793624,A,A
scaffold_43,1553300,404836,495876,219985,237745,0.11598707,0.126988604,-0.023108832,-0.055829278,-0.218640579,-0.022742017,A,Y,Y,Y,Y,A,A,1379070,115003,1445800,48273,-4.904478809,-3.583940788,A,A
scaffold_44,1539515,844940,750806,351525,469046,0.038227173,-0.25486303,0.362180936,0.025368752,0.244409086,-0.326833755,A,Y,Y,Y,Y,A,A,1513676,16430,1530080,26,-15.7902891,-6.525493288,A,A
scaffold_45,1519494,432443,657763,210900,232860,0.584420586,0.564528378,0.132909115,0.069294926,-0.531056148,-0.053635761,A,Y,Y,Y,Y,A,A,1351691,159876,1458286,53281,-4.774482632,-3.079732141,A,A
scaffold_46,1511820,913667,798166,488172,528092,-0.3472854,-0.337674024,0.001239253,-0.032871351,0.268979977,-0.024132176,A,Y,Y,Y,Y,A,A,1505368,2849,1508192,25,-15.82394991,-9.044939533,A,A
scaffold_47,1504070,499257,543690,305797,316062,-0.226375553,-0.150997847,-0.195831696,-0.164175971,-0.04900082,0.041634154,A,Y,Y,Y,Y,A,A,1368989,93257,1384302,77944,-4.150559468,-3.875740608,A,A
scaffold_48,1470363,805031,721511,267569,314781,0.374523491,0.263097705,0.686091492,0.530943725,0.232023323,-0.145169338,A,Y,Y,Y,Y,A,A,1185038,267961,1357772,95227,-3.833712659,-2.144834209,A,A
scaffold_49,1467153,408946,498282,297550,325220,-0.312755141,-0.318027701,-0.444261356,-0.493255897,-0.211050892,-0.039016113,A,Y,Y,Y,Y,A,A,1350860,100933,1358947,92846,-3.871491147,-3.742395094,A,A
scaffold_50,1438737,483422,458771,195021,222833,0.177556934,0.108235329,0.406610964,0.293567378,0.149509353,-0.103065157,A,Y,Y,Y,Y,A,A,1181720,243724,1300870,124574,-3.384391426,-2.277563313,A,A
scaffold_51,1437107,538705,566062,239862,271025,0.182168466,0.12895873,0.264249231,0.167317515,0.002536088,-0.086953288,A,Y,Y,Y,Y,A,A,1241770,182317,1347643,76444,-4.139873484,-2.767870236,A,A
scaffold_52,1435599,609778,704730,406411,432615,-0.262453852,-0.229586984,-0.317694804,-0.328549917,-0.134785629,-0.000876685,A,Y,Y,Y,Y,A,A,1408815,18757,1421688,5884,-7.916347774,-6.230833375,A,A
scaffold_53,1421213,580339,549306,273081,295556,-0.048305075,-0.039396351,0.184525877,0.14971262,0.153286275,-0.024834829,A,Y,Y,Y,Y,A,A,1292533,115354,1382538,25349,-5.769190621,-3.486049788,A,A
scaffold_54,1412569,544005,522417,303262,321955,-0.271948413,-0.235231569,-0.059985197,-0.066990333,0.132418539,0.002973292,A,Y,Y,Y,Y,A,A,1261562,140861,1280618,121805,-3.394184215,-3.162857877,A,A
scaffold_55,1407959,485402,550873,268770,277823,-0.021238638,0.053978502,-0.050232727,-0.018737568,-0.108538766,0.041473587,A,Y,Y,Y,Y,A,A,1307049,81870,1334215,54704,-4.608175737,-3.996818004,A,A
scaffold_56,1371732,410453,477234,241240,262401,-0.072358796,-0.070651501,-0.136292844,-0.17830753,-0.143478725,-0.032036257,A,Y,Y,Y,Y,A,A,1226918,131139,1258988,99069,-3.667673616,-3.225860302,A,A
scaffold_57,1361687,425617,448201,245112,271579,-0.185881444,-0.210800791,-0.106926106,-0.175567433,-0.000589339,-0.058662899,A,Y,Y,Y,Y,A,A,1255437,79422,1306269,28590,-5.513748235,-3.982490116,A,A
scaffold_58,1360862,563632,569929,250614,341208,0.12872844,-0.193443604,0.266245045,-0.099648979,0.057971928,-0.355915596,A,Y,Y,Y,Y,A,A,1297420,53297,1341440,9277,-7.175754041,-4.605421488,A,A
scaffold_59,1359663,410108,686404,207444,338411,0.669747649,0.086706697,0.08024025,-0.546522683,-0.669052076,-0.616784504,A,Y,Y,Y,Y,A,A,1329465,25898,1354488,875,-10.59453019,-5.681806677,A,A
scaffold_60,1353332,469495,617541,261026,313148,0.185754688,0.04611535,-0.056124447,-0.239485766,-0.321423812,-0.17338289,A,Y,Y,Y,Y,A,A,1308971,37985,1346511,445,-11.55989576,-5.106822626,A,A
scaffold_61,1352747,455439,589277,306834,339466,-0.11509818,-0.137895568,-0.333240323,-0.399759691,-0.29768682,-0.05654094,A,Y,Y,Y,Y,A,A,1316476,24374,1332801,8049,-7.371257972,-5.755136287,A,A
scaffold_62,1348906,349292,446919,266791,310935,-0.312282327,-0.410173691,-0.514315946,-0.65592929,-0.281578296,-0.131634916,A,Y,Y,Y,Y,A,A,1269200,58738,1300641,27297,-5.574284851,-4.433458048,A,A
scaffold_63,1338047,482259,659994,270861,370784,0.228313559,-0.101700425,-0.070785124,-0.444521088,-0.37864336,-0.363757535,A,Y,Y,Y,Y,A,A,1301083,31111,1331998,196,-12.72310975,-5.386099158,A,A
scaffold_64,1337888,397123,455361,265967,280555,-0.280822303,-0.234847502,-0.324701396,-0.322448575,-0.12342377,0.012231249,A,Y,Y,Y,Y,A,A,1244204,68109,1271810,40503,-4.972676092,-4.191213767,A,A
scaffold_65,1324386,576715,588314,258942,266242,0.127370733,0.210272587,0.252188219,0.291368093,0.045272809,0.049158302,A,Y,Y,Y,Y,A,A,1140766,175004,1202107,113663,-3.40271922,-2.704536107,A,A
scaffold_66,1324262,323401,476095,162045,178042,0.49826557,0.485454154,0.093886922,0.037353525,-0.483923326,-0.046554968,A,Y,Y,Y,Y,A,A,1164710,140156,1185634,119232,-3.313804452,-3.054856318,A,A
scaffold_67,1313318,396057,664862,400304,317792,-0.324626071,0.131397108,-0.918426187,-0.506124989,-0.673344793,0.422279627,A,Y,Y,Y,Y,A,A,1308493,2000,1310454,39,-14.99970829,-9.352970426,A,A
scaffold_68,1306168,334794,443548,243894,254338,-0.193750219,-0.131231847,-0.44602047,-0.427224078,-0.331814928,0.02877482,A,Y,Y,Y,Y,A,A,1193917,101089,1213632,81374,-3.898602771,-3.561991558,A,A
scaffold_69,1296325,612794,505377,262329,305454,-0.110603469,-0.207169632,0.320983452,0.180695309,0.352042245,-0.130309715,A,Y,Y,Y,Y,A,A,1184727,101334,1279538,6523,-7.615651624,-3.547351414,A,A
scaffold_70,1292812,618746,635464,341342,358301,-0.159993028,-0.106936068,-0.044910811,-0.035575832,0.03553754,0.019313408,A,Y,Y,Y,Y,A,A,1221825,64596,1278918,7503,-7.413049351,-4.241427871,A,A
scaffold_71,1288280,450498,561301,184570,199672,0.548017779,0.557565298,0.384309741,0.35013528,-0.243252715,-0.024196032,A,Y,Y,Y,Y,A,A,1081025,189465,1137988,132502,-3.102389683,-2.512390339,A,A
scaffold_72,1284286,658233,622949,350465,375872,-0.226741646,-0.204701552,0.006287788,-0.015394098,0.153484757,-0.011703458,A,Y,Y,Y,Y,A,A,1184171,90323,1238335,36159,-5.097864329,-3.712625459,A,A
scaffold_73,1283250,350992,418251,223689,228800,-0.153711852,-0.063293557,-0.253096774,-0.206400459,-0.178929599,0.056674743,A,Y,Y,Y,Y,A,A,1202644,66470,1238388,30726,-5.332813834,-4.177341978,A,A
scaffold_74,1279699,351642,411977,222183,247763,-0.165771159,-0.19997192,-0.2406817,-0.318604442,-0.154455218,-0.067944313,A,Y,Y,Y,Y,A,A,1115497,126990,1165557,76930,-3.921311925,-3.134889767,A,A
scaffold_75,1276505,440107,467018,219273,222516,0.034162959,0.135993047,0.102084569,0.160192676,-0.011623067,0.068086535,A,Y,Y,Y,Y,A,A,1120147,140183,1223252,37078,-5.043976675,-2.998295761,A,A
scaffold_76,1257193,787971,717388,421668,447971,-0.289938867,-0.254225575,-0.001004867,-0.009013556,0.209389323,0.001969739,A,Y,Y,Y,Y,A,A,1228904,17875,1246537,242,-12.32468293,-6.103205633,A,A
scaffold_77,1239985,508864,581978,229958,241750,0.283006906,0.333872601,0.242868033,0.250011748,-0.119683549,0.017122143,A,Y,Y,Y,Y,A,A,1069859,163742,1139216,94385,-3.593325885,-2.707916882,A,A
scaffold_78,1238903,339627,475334,207145,209755,0.141713144,0.246659917,-0.189730828,-0.128506035,-0.410988649,0.071203221,A,Y,Y,Y,Y,A,A,1116949,113862,1197166,33645,-5.153045606,-3.294193684,A,A
scaffold_79,1236716,440692,462677,236105,267829,-0.086009731,-0.144881705,-0.002698993,-0.105292947,0.003766061,-0.092615526,A,Y,Y,Y,Y,A,A,1189598,28237,1214739,3096,-8.615560458,-5.396693618,A,A
scaffold_80,1236135,611038,590553,295573,287081,-0.058033913,0.10703347,0.144706825,0.266052227,0.12319606,0.131323831,A,Y,Y,Y,Y,A,A,1141390,87423,1217238,11575,-6.716331826,-3.706619893,A,A
scaffold_81,1225220,520375,471881,195365,208854,0.215663199,0.24235182,0.510336742,0.493303383,0.215128866,-0.00705493,A,Y,Y,Y,Y,A,A,1018481,175426,1175493,18414,-5.996241968,-2.537477768,A,A
scaffold_82,1220856,336320,387708,169107,179461,0.140445786,0.177723193,0.088855683,0.082411109,-0.13113478,0.003533855,A,Y,Y,Y,Y,A,A,1071866,125383,1096125,101124,-3.438202038,-3.095700738,A,A
scaffold_83,1220338,455977,505476,234522,246218,0.051332504,0.104130716,0.056196532,0.065272764,-0.074680648,0.01905466,A,Y,Y,Y,Y,A,A,1080777,132406,1113326,99857,-3.478855573,-3.029018912,A,A
scaffold_84,1218258,429517,396991,167632,187364,0.187220223,0.149685816,0.454374138,0.373117751,0.187609239,-0.071277959,A,Y,Y,Y,Y,A,A,1015519,193553,1092205,116867,-3.224293127,-2.391410625,A,A
scaffold_85,1217065,461309,418677,180951,195491,0.15365053,0.165158903,0.447091243,0.414877636,0.213896036,-0.022235179,A,Y,Y,Y,Y,A,A,987488,211209,1020703,177994,-2.519655931,-2.225086535,A,A
scaffold_86,1216973,521338,550523,257373,271095,0.040355611,0.088428994,0.115317199,0.119668601,-0.00458309,0.014329831,A,Y,Y,Y,Y,A,A,1097410,103900,1172862,28448,-5.365512753,-3.400822497,A,A
scaffold_87,1207356,590683,499533,205713,280835,0.223359367,-0.102717647,0.618708283,0.248909289,0.315804239,-0.359820566,A,Y,Y,Y,Y,A,A,1083126,107883,1168815,22194,-5.718669314,-3.32764959,A,A
scaffold_88,1206924,352361,371272,177125,197018,0.011120876,-0.019427002,0.089244079,0.014974221,-0.001421474,-0.06429143,A,Y,Y,Y,Y,A,A,1078891,113488,1135042,57337,-4.30711156,-3.248926079,A,A
scaffold_89,1205502,382136,395875,196771,219306,-0.048059866,-0.081475893,0.054526737,-0.02261127,0.023041927,-0.067159579,A,Y,Y,Y,Y,A,A,1090735,103977,1140867,53845,-4.405148892,-3.390951741,A,A
scaffold_90,1197345,361385,496889,234607,234248,0.02609077,0.15131098,-0.279749862,-0.198251632,-0.385385309,0.091476658,A,Y,Y,Y,Y,A,A,1126799,58680,1139930,45549,-4.645351636,-4.263194202,A,A
scaffold_91,1192111,381273,449619,172357,187705,0.32671442,0.326658806,0.24238162,0.198604027,-0.163877476,-0.033799165,A,Y,Y,Y,Y,A,A,984334,195560,1043660,136234,-2.937483877,-2.331530706,A,A
scaffold_92,1188863,252784,589420,148603,263388,0.931241984,0.228530729,-0.136600362,-0.883033597,-1.147387023,-0.736454807,A,Y,Y,Y,Y,A,A,1166021,18889,1184799,111,-13.36885719,-5.947828497,A,A
scaffold_93,1182508,536160,490882,233842,286274,0.013255434,-0.155595121,0.294087769,0.081515235,0.201287659,-0.202594106,A,Y,Y,Y,Y,A,A,1074109,102213,1163811,12511,-6.539401799,-3.393477031,A,A
scaffold_94,1173942,401131,454970,227256,210019,-0.055133671,0.181675231,-0.083285943,0.109800979,-0.107696948,0.20306535,A,Y,Y,Y,Y,A,A,1077942,79892,1132055,25779,-5.456549253,-3.754067979,A,A
scaffold_95,1160631,380436,497226,223822,219392,0.094962815,0.246814505,-0.137739,-0.029609291,-0.312246492,0.118108138,A,Y,Y,Y,Y,A,A,1086827,61893,1147642,1078,-10.05476335,-4.134180268,A,A
scaffold_96,1138600,292226,416932,147106,202906,0.446366139,0.10542429,0.087185312,-0.297478517,-0.438725503,-0.374685401,A,Y,Y,Y,Y,A,A,1045072,65557,1099905,10724,-6.680258776,-3.994688068,A,A
scaffold_97,1135984,425674,399972,215864,246553,-0.16681026,-0.235573682,0.076584747,-0.035900656,0.163850329,-0.102506975,A,Y,Y,Y,Y,A,A,1077267,49404,1119039,7632,-7.1957957,-4.446576338,A,A
scaffold_98,1127684,627129,556977,296935,338246,-0.149115198,-0.214029433,0.175574252,0.066938036,0.245144773,-0.098657787,A,Y,Y,Y,Y,A,A,1072787,45606,1090332,28061,-5.280007173,-4.555965921,A,A
scaffold_99,1127637,264794,353139,135414,146720,0.326269159,0.333592228,0.064450055,0.028051143,-0.341363782,-0.026420483,A,Y,Y,Y,Y,A,A,972672,131689,1041281,63080,-4.045011491,-2.884809074,A,A
scaffold_100,1120582,339612,383856,179642,186057,0.038852709,0.111243895,0.015720694,0.044389901,-0.102676691,0.038647634,A,Y,Y,Y,Y,A,A,1008524,83790,1079186,13128,-6.36104403,-3.589307744,A,A
scaffold_101,1110711,396630,437588,255870,268258,-0.2824237,-0.22762274,-0.270657474,-0.259578493,-0.06777845,0.021057408,A,Y,Y,Y,Y,A,A,1026945,52117,1059696,19366,-5.773907509,-4.30043479,A,A
scaffold_102,1107393,345708,504731,295684,316811,-0.28512703,-0.261682064,-0.677541166,-0.69781818,-0.471958813,-0.010298586,A,Y,Y,Y,Y,A,A,1078671,21150,1085343,14478,-6.228046602,-5.672386556,A,A
scaffold_103,1099892,325788,418872,194680,201973,0.048817274,0.118770667,-0.160212467,-0.133981055,-0.288574418,0.036209841,A,Y,Y,Y,Y,A,A,1002730,88159,1044291,46598,-4.486082362,-3.507666596,A,A
scaffold_104,1087456,372586,337512,172963,150813,-0.092112249,0.228600074,0.204067275,0.481057618,0.216634848,0.286968771,A,Y,Y,Y,Y,A,A,926139,125977,1019018,33098,-4.944249511,-2.878058482,A,A
scaffold_105,1084854,624909,580608,350778,372940,-0.329578974,-0.294953114,-0.069952224,-0.079048345,0.180082073,0.000882308,A,Y,Y,Y,Y,A,A,1076746,3261,1079901,106,-13.30100198,-8.366706807,A,A
scaffold_106,1075357,411197,355863,162718,154558,0.072359747,0.269595691,0.434412259,0.587926222,0.282507835,0.163492391,A,Y,Y,Y,Y,A,A,910661,122847,1021891,11617,-6.458737186,-2.890041314,A,A
scaffold_107,1073716,359773,476945,157623,174921,0.540755187,0.513541546,0.287565442,0.216629821,-0.332734421,-0.060957193,A,Y,Y,Y,Y,A,A,908764,159235,946002,121997,-2.954987262,-2.512740736,A,A
scaffold_108,1073074,415262,425321,210111,233241,-0.039186607,-0.066844756,0.079828503,0.008448374,0.039470434,-0.0614017,A,Y,Y,Y,Y,A,A,1005381,58488,1059011,4858,-7.767843789,-4.103434631,A,A
scaffold_109,1067028,312348,329470,155990,168342,0.022105162,0.035175114,0.098657847,0.068005818,-0.002991992,-0.0206736,A,Y,Y,Y,Y,A,A,992293,62267,1033562,20998,-5.621161893,-3.994204783,A,A
scaffold_110,1065314,463962,527970,146441,211832,0.793545778,0.383958696,0.760642106,0.307333044,-0.112448349,-0.443330634,A,Y,Y,Y,Y,A,A,933445,127251,1000170,60526,-4.046524023,-2.874878234,A,A
scaffold_111,1061684,336466,394839,252520,297749,-0.411718746,-0.526405994,-0.488976624,-0.647385853,-0.156802555,-0.148430801,A,Y,Y,Y,Y,A,A,1031905,20426,1040130,12201,-6.413503795,-5.658690407,A,A
scaffold_112,1055113,244148,366474,170404,183587,0.048163589,0.063670385,-0.384244069,-0.412459253,-0.511952334,-0.018236756,A,Y,Y,Y,Y,A,A,1008590,39186,1022035,25741,-5.311178057,-4.685822316,A,A
scaffold_113,1050071,305750,562779,164933,187820,0.7140987,0.649640043,-0.012569884,-0.120750521,-0.80621326,-0.098202209,A,Y,Y,Y,Y,A,A,933872,110945,1012822,31995,-4.984346705,-3.073368713,A,A
scaffold_114,1045659,261610,430809,130835,171530,0.662708652,0.395009768,0.096625375,-0.214795488,-0.645627953,-0.301442435,A,Y,Y,Y,Y,A,A,942363,92187,1008359,26191,-5.266740758,-3.353633553,A,A
scaffold_115,1025499,309955,432618,186897,227286,0.154262369,-0.00499078,-0.17322597,-0.376201099,-0.407033015,-0.192996701,A,Y,Y,Y,Y,A,A,957885,59647,1012325,5207,-7.602728793,-4.005308298,A,A
scaffold_116,1023870,406123,424523,146214,138453,0.481171266,0.682866745,0.570790693,0.728764191,0.01007475,0.167951927,A,Y,Y,Y,Y,A,A,848455,166716,967473,47698,-4.342191965,-2.347438623,A,A
scaffold_117,1008249,363892,333383,226511,242597,-0.498986144,-0.474955428,-0.219111453,-0.238802718,0.200330013,-0.009712836,A,Y,Y,Y,Y,A,A,973241,21036,983577,10700,-6.522221939,-5.531797693,A,A
scaffold_118,993109,346834,375645,154947,173193,0.221006078,0.18341215,0.259427088,0.17811118,-0.041123667,-0.07133748,A,Y,Y,Y,Y,A,A,842659,140616,893939,89336,-3.322848289,-2.583179623,A,A
scaffold_119,991669,329615,350640,206402,228959,-0.29205277,-0.318673517,-0.227715936,-0.298058663,-0.015207842,-0.060364299,A,Y,Y,Y,Y,A,A,939863,41293,959140,22016,-5.445053108,-4.508447932,A,A
scaffold_120,990960,365615,397374,242430,252963,-0.343656607,-0.282003613,-0.310283254,-0.292352239,-0.046171323,0.027909443,A,Y,Y,Y,Y,A,A,971570,12615,983160,1025,-9.904253147,-6.266992958,A,A
scaffold_121,988657,305943,288557,154156,169267,-0.152122601,-0.164020568,0.085828935,0.030208987,0.158406859,-0.045641519,A,Y,Y,Y,Y,A,A,897645,71790,936948,32487,-4.849991684,-3.64427171,A,A
