ctg29	J9K9B1	27.1	4209	1562	99	3502536	3514925	1380	4160	3.5e-248	876.3
ctg29	J9K9B1	43.2	486	155	11	3497508	3498959	703	1069	5.7e-89	347.4
ctg29	J9K9B1	68.7	83	26	0	3341018	3341266	836	918	3.2e-23	129.0
ctg29	J9K9B1	50.0	106	53	0	3338353	3338670	340	445	1.2e-22	127.1
ctg30	A0A0J7K7H4	50.5	992	480	9	514375	517332	3	989	1.7e-290	1015.4
ctg31	A0A0J7N890	34.7	1567	909	30	902546	898098	195	1730	2.1e-236	836.6
ctg31	A0A0J7N890	38.1	307	178	4	1481550	1480666	1417	1723	1.5e-45	202.6
ctg32	A0A0J7N0T9	39.7	848	423	13	1173591	1176092	19	792	2.7e-168	609.4
ctg32	A0A0J7N0T9	44.6	350	157	6	1176092	1177078	793	1126	5.3e-71	286.2
ctg32	A0A0J7N0T9	31.6	377	239	7	71078	69963	448	810	4.8e-40	183.3
ctg33	X1WJH1	30.9	1179	716	25	715343	711873	125	1226	6.9e-125	464.5
ctg33	X1WJH1	24.9	1602	900	52	216124	220482	39	1486	4.1e-77	305.8
ctg33	X1WJH1	32.3	524	295	10	712002	710491	1189	1672	6.8e-64	261.9
ctg33	X1WJH1	42.8	187	82	4	220557	221114	1511	1673	5.3e-32	156.0
ctg34	A0A2J7R6U3	64.1	739	256	3	245145	242944	6	740	2.5e-280	981.1
ctg35	A0A067RRS3	41.5	999	287	22	1023557	1026520	232	944	3.2e-155	565.8
ctg35	A0A067RRS3	46.0	487	115	12	1022529	1023971	1	345	2.8e-82	323.6
ctg36	K7J7J6	30.7	1181	675	19	1035486	1031995	559	1613	1.1e-153	560.8
ctg38	T1HXM6	88.5	270	31	0	331519	330710	189	458	8.9e-146	533.9
ctg38	T1HXM6	68.7	134	42	0	362087	361686	258	391	2.0e-52	223.8
ctg38	T1HXM6	59.0	139	56	1	361683	361267	393	530	9.2e-42	188.3
ctg38	T1HXM6	84.0	75	12	0	330578	330354	458	532	6.0e-33	159.1
ctg37	A0A2P8Z519	49.4	514	234	3	845978	844449	6	497	1.9e-143	526.6
ctg39	A0A0M8ZZL6	79.6	725	105	7	684879	682807	1	716	0.0e+00	1104.7
ctg39	A0A0M8ZZL6	75.3	716	90	2	689074	687188	1	716	2.5e-293	1024.6
ctg40	A0A0J7K7H4	49.8	852	419	7	1546805	1544265	148	995	9.9e-247	870.2
ctg41	A0A0J7N0T9	47.4	1285	593	16	318363	314599	31	1262	0.0e+00	1130.5
ctg41	A0A0J7N0T9	30.4	487	319	8	1210739	1212151	487	969	4.6e-55	233.4
ctg42	A0A182GA29	37.8	889	487	12	675079	672542	470	1335	7.1e-164	594.0
ctg42	A0A182GA29	45.9	266	137	3	239219	238431	458	719	9.9e-57	238.0
ctg42	A0A182GA29	40.7	177	99	3	238158	237631	1165	1336	8.2e-27	138.7
ctg43	A0A0J7N0T9	48.6	496	246	3	148299	146830	684	1176	2.1e-129	480.7
ctg43	A0A0J7N0T9	37.8	666	361	11	150239	148278	66	690	4.5e-111	419.9
ctg43	A0A0J7N0T9	29.6	402	272	7	1544513	1545694	385	783	1.5e-34	165.6
ctg44	A0A194RAG7	37.7	1167	651	30	831972	835328	592	1730	7.9e-199	710.7
ctg45	X1WJ20	39.3	1271	406	24	1546715	1550521	598	1505	5.5e-198	708.4
ctg45	X1WJ20	30.9	501	242	12	1546182	1547633	444	857	2.4e-36	171.4
ctg46	D6WTN9	44.3	1279	642	14	493921	490097	14	1226	0.0e+00	1085.5
ctg47	A0A139WPE8	26.1	4054	1158	103	818405	806346	306	2555	2.2e-236	835.1
ctg47	A0A139WPE8	23.3	1629	659	41	819448	814709	76	1163	1.1e-60	251.5
ctg48	T1I949	61.0	828	276	6	1093664	1091199	1	787	7.5e-279	977.6
ctg49	A0A195BHD3	67.6	1228	318	18	1909428	1905901	97	1296	0.0e+00	1559.3
ctg50	A0A1B0BD95	29.9	3035	1207	82	567097	575475	1569	3925	7.2e-262	919.5
ctg50	A0A1B0BD95	56.4	399	42	3	589560	590756	5208	5474	1.2e-112	423.7
ctg50	A0A1B0BD95	31.5	596	219	12	577955	579703	4053	4472	9.6e-57	238.0
ctg50	A0A1B0BD95	37.7	409	135	9	586413	587633	4927	5217	1.9e-49	213.8
ctg50	A0A1B0BD95	66.3	166	31	1	584329	584826	4780	4920	3.7e-48	209.5
ctg50	A0A1B0BD95	40.2	239	77	3	550644	551351	409	584	1.8e-39	180.6
ctg50	A0A1B0BD95	85.4	82	12	0	583152	583397	4523	4604	1.7e-29	147.5
ctg50	A0A1B0BD95	78.8	85	18	0	564953	565207	2705	2789	5.7e-25	132.5
ctg51	A0A087SVE4	34.5	687	395	18	18342	16363	616	1274	4.3e-94	362.1
ctg51	A0A087SVE4	38.2	456	262	8	131357	130002	840	1279	6.9e-68	275.0
ctg52	A0A2J7RRY1	66.9	626	182	3	625403	623526	1	601	2.7e-242	854.4
ctg52	A0A2J7RRY1	74.5	102	26	0	623055	622750	591	692	6.5e-39	178.7
ctg53	A0A0B0H7C2	30.8	1222	731	29	111931	108449	28	1195	7.5e-136	500.7
ctg53	A0A0B0H7C2	30.6	447	289	8	513456	512149	759	1195	1.5e-40	184.1
ctg54	A0A1I7VTQ8	28.1	1647	1070	45	233873	229125	146	1741	5.8e-166	601.7
ctg54	A0A1I7VTQ8	39.0	626	365	14	818364	816517	659	1277	1.2e-102	391.3
ctg54	A0A1I7VTQ8	22.9	1855	1141	59	820165	815024	50	1756	5.8e-65	266.2
ctg55	A0A222NUJ6	67.7	167	12	2	1007660	1008148	190	318	5.0e-53	226.1
ctg55	A0A222NUJ6	87.0	69	9	0	1021662	1021868	466	534	1.2e-27	141.7
ctg55	A0A222NUJ6	51.2	160	49	4	923594	923998	1	156	5.7e-25	132.9
ctg56	J9K8Y3	63.8	472	167	3	195675	194260	151	618	1.6e-180	649.8
ctg56	J9K8Y3	54.7	117	52	1	196057	195707	24	139	2.7e-26	137.5
ctg57	A0A067QQQ9	56.2	1117	410	14	981775	978620	4	1106	0.0e+00	1176.8
ctg58	A0A3Q0J2S6	30.3	1083	417	20	790610	793846	25	773	6.8e-98	375.2
ctg59	X1X028	34.1	1636	981	34	113539	118227	118	1729	4.5e-236	833.9
ctg59	X1X028	31.7	1007	601	25	112633	109736	300	1260	1.4e-104	397.1
ctg60	A0A3Q0J321	30.5	3190	1494	52	429399	421810	1610	4736	8.6e-294	1026.5
ctg60	A0A3Q0J321	51.8	639	174	8	410142	408226	5207	5711	4.4e-165	599.0
ctg60	A0A3Q0J321	62.9	286	74	4	397223	396375	6982	7238	2.6e-88	344.0
ctg60	A0A3Q0J321	69.3	205	63	0	404212	403598	6343	6547	7.0e-70	282.7
ctg60	A0A3Q0J321	62.8	148	29	1	439921	439478	1021	1142	2.1e-42	191.4
ctg60	A0A3Q0J321	85.0	107	16	0	400007	399687	6699	6805	9.2e-38	176.0
ctg60	A0A3Q0J321	70.8	120	33	1	396463	396110	7185	7304	9.6e-35	166.0
ctg60	A0A3Q0J321	65.1	83	29	0	441135	440887	781	863	1.5e-24	132.1
ctg61	K7J7J6	31.1	1196	695	19	680048	683575	540	1626	6.2e-146	535.0
ctg62	A0A067RQN7	42.8	1561	461	40	471441	476072	203	1348	1.6e-273	959.5
ctg62	A0A067RQN7	26.8	1669	732	58	470680	475557	21	1242	1.2e-98	378.6
ctg63	A0A182GA29	26.0	1406	803	42	20185	23994	15	1319	5.4e-98	375.2
ctg64	A0A3P8NEP7	42.2	845	460	8	876002	873552	272	1116	4.0e-185	664.8
ctg64	A0A3P8NEP7	40.6	727	391	9	879280	877199	365	1083	8.8e-148	540.8
ctg64	A0A3P8NEP7	28.8	691	324	17	351168	349549	46	719	2.0e-54	230.7
ctg64	A0A3P8NEP7	22.2	580	370	17	121104	122777	443	963	8.0e-24	129.0
ctg65	A0A482WR18	76.5	756	175	3	196562	194304	787	1542	0.0e+00	1241.1
ctg65	A0A482WR18	62.2	776	280	8	202139	199845	14	787	1.6e-279	978.0
ctg66	A0A151J9E5	29.4	2706	800	65	228140	236179	2992	4613	1.6e-217	771.9
ctg66	A0A151J9E5	30.9	1197	343	24	222969	226550	2282	2997	2.9e-121	452.2
ctg66	A0A151J9E5	37.5	768	298	21	213843	216122	1176	1769	1.6e-100	383.3
ctg66	A0A151J9E5	52.5	242	62	6	219370	220095	1957	2145	5.2e-46	202.2
ctg66	A0A151J9E5	73.6	87	23	0	218813	219073	1825	1911	6.6e-25	132.1
ctg67	A0A182G1G7	31.2	1061	595	23	376663	379467	102	1153	9.5e-127	470.7
ctg67	A0A182G1G7	33.9	613	379	11	581666	579891	385	992	7.4e-63	258.5
ctg68	X1WN86	32.3	1785	1084	38	715057	720249	9	1722	1.3e-238	843.2
ctg68	X1WN86	31.3	579	340	13	443918	445576	1130	1676	1.4e-56	238.4
ctg69	A0A0J7K6G5	48.9	650	313	8	691566	693467	17	663	2.3e-167	605.9
ctg69	A0A0J7K6G5	48.1	241	123	2	693359	694078	631	870	4.3e-60	249.6
ctg69	A0A0J7K6G5	34.4	398	254	4	941917	943101	220	613	3.7e-56	236.5
ctg70	A0A0J7N8Y6	52.4	534	248	5	325110	326699	26	557	2.5e-152	556.2
ctg70	A0A0J7N8Y6	39.3	415	180	4	326719	327960	599	942	1.3e-76	304.7
ctg71	A0A067QH37	39.5	930	166	16	327697	324911	557	1090	1.4e-149	546.2
ctg71	A0A067QH37	65.0	263	44	2	331745	330957	295	509	4.1e-88	342.0
ctg71	A0A067QH37	38.9	496	200	13	320256	318769	1302	1694	1.1e-72	290.8
ctg71	A0A067QH37	51.9	243	66	4	332542	331814	104	295	2.2e-49	213.4
ctg72	X1WRK9	34.6	1452	342	32	631331	627042	127	992	4.9e-179	644.8
ctg72	X1WRK9	28.2	1589	397	39	630385	625625	373	1219	1.3e-110	417.5
ctg72	X1WRK9	76.7	86	20	0	620100	619843	1395	1480	9.7e-26	135.6
ctg73	J9JXZ7	69.3	505	128	7	810154	811623	12	504	1.1e-175	633.6
ctg74	J9K9R0	36.8	1340	741	36	1312417	1308563	598	1886	1.8e-195	700.3
ctg74	J9K9R0	39.1	585	311	9	1313012	1311363	376	950	2.8e-103	394.0
ctg75	A0A2K5WBS2	62.2	429	133	1	590874	592160	35	434	5.2e-152	554.3
ctg76	A0A067RM82	57.5	703	126	13	605363	603264	48	580	1.2e-192	690.3
ctg77	J9JIY6	44.3	605	325	7	442279	440480	4	601	1.6e-137	506.1
ctg77	J9JIY6	40.4	193	108	4	460899	460327	2	189	5.8e-31	152.1
ctg78	A0A482WTX8	64.4	481	170	1	234283	232841	29	508	1.9e-180	649.4
ctg78	A0A482WTX8	67.8	121	39	0	206544	206182	507	627	9.6e-39	178.7
ctg79	A0A226EUF5	33.3	1723	1009	35	338950	334148	89	1793	1.0e-245	865.5
ctg80	D7ELJ2	37.6	1208	695	18	1331721	1328251	49	1248	5.3e-239	844.3
ctg81	A0A3Q0IXH9	50.5	402	108	6	42987	41797	421	736	5.4e-98	374.8
ctg81	A0A3Q0IXH9	48.9	331	59	4	38391	37399	834	1054	1.6e-70	283.5
ctg81	A0A3Q0IXH9	34.3	306	131	10	42415	41534	558	805	7.7e-28	141.7
ctg81	A0A3Q0IXH9	70.1	87	26	0	33540	33280	1184	1270	3.2e-26	136.3
ctg82	A0A0B0H7C2	35.1	1189	728	16	524515	528033	35	1195	1.1e-188	676.0
ctg83	J9M5U1	24.6	850	556	24	304873	302450	1182	1988	2.0e-41	187.6
ctg84	A0A0J7NWH7	40.6	1094	587	9	345357	342082	168	1200	1.0e-237	839.0
ctg84	A0A0J7NWH7	38.6	220	122	4	342077	341430	1202	1412	7.1e-34	161.8
ctg85	A0A482XK17	23.5	5865	2652	181	673936	691230	1	4132	3.4e-249	877.5
ctg86	J9LHB7	31.9	1676	1045	31	792945	788026	105	1719	8.1e-209	743.4
ctg86	J9LHB7	22.9	1115	642	31	10913	8142	123	1210	4.6e-47	206.1
ctg87	E2C5K5	66.9	913	294	6	61424	64156	4	910	0.0e+00	1246.9
ctg88	A0A0B0H7C2	36.1	985	581	14	599022	596128	22	978	5.2e-162	587.4
ctg89	A0A067RC53	58.3	482	199	2	249890	248451	135	616	3.7e-166	602.1
ctg89	A0A067RC53	42.8	306	171	3	263143	262229	314	616	2.0e-63	260.8
ctg89	A0A067RC53	45.8	271	111	2	802078	802890	382	616	3.2e-61	253.4
ctg89	A0A067RC53	45.7	219	114	2	275910	275254	3	216	2.4e-48	210.7
ctg89	A0A067RC53	48.3	145	71	3	797318	797740	98	242	9.4e-29	145.6
ctg90	A0A1I7VTQ8	31.7	1415	876	38	133247	129141	373	1743	4.8e-184	661.0
ctg90	A0A1I7VTQ8	32.8	783	444	20	192098	194329	781	1520	6.6e-85	331.6
ctg90	A0A1I7VTQ8	23.0	1110	698	31	190362	193445	189	1223	2.5e-52	223.4
ctg90	A0A1I7VTQ8	32.4	383	232	9	695971	694883	1367	1742	8.2e-43	191.8
ctg91	A0A087SVE4	34.1	823	488	15	55163	52797	470	1272	1.2e-126	469.9
ctg91	A0A087SVE4	30.3	412	252	7	1	1224	899	1279	1.9e-39	180.3
ctg91	A0A087SVE4	30.9	349	194	7	641235	640297	787	1124	6.3e-38	175.3
ctg92	A0A182H4X3	33.4	814	466	15	369353	371608	284	1083	5.3e-112	421.8
ctg93	A0A0J7N0T9	47.2	1285	604	15	436134	439925	31	1262	0.0e+00	1127.5
ctg93	A0A0J7N0T9	21.9	777	540	19	781498	783795	451	1171	8.0e-39	179.5
ctg94	A0A084VQ43	45.3	391	110	7	353532	352369	11	300	3.0e-74	295.8
ctg95	A0A0J7K7H4	49.9	992	481	11	1383102	1380160	3	989	1.2e-279	980.3
ctg95	A0A0J7K7H4	29.0	822	532	22	2077395	2079824	185	966	1.6e-79	315.5
ctg95	A0A0J7K7H4	51.4	214	102	2	2709053	2708412	580	791	9.4e-59	246.5
ctg95	A0A0J7K7H4	21.8	725	484	17	256792	254660	174	829	8.0e-26	137.1
ctg96	X1WNM7	32.7	1634	962	38	167958	163141	39	1562	3.5e-216	768.5
ctg97	X1WWK2	39.9	922	516	18	259100	256413	521	1430	2.5e-179	645.6
ctg98	A0A2J7QKS7	28.1	1109	307	29	677910	681215	3	628	1.5e-61	254.2
ctg99	A0A1S3D2D1	55.2	605	255	7	65651	63843	20	610	2.6e-125	465.7
ctg100	T1HIR3	85.8	365	52	0	205499	204405	1	365	6.6e-178	640.2
ctg101	A0A087SVE4	30.5	1277	782	30	49605	45949	43	1272	2.3e-145	532.7
ctg102	X1WZK2	30.4	1827	670	40	222088	227487	856	2108	1.3e-189	679.9
ctg102	X1WZK2	45.3	234	117	5	230403	231089	2252	2479	1.5e-39	181.4
ctg102	X1WZK2	66.7	102	34	0	232142	232447	2465	2566	7.5e-31	152.5
ctg103	A0A3Q0IZI1	80.3	483	95	0	1142670	1141222	6	488	9.1e-229	810.1
ctg103	A0A3Q0IZI1	82.7	300	52	0	1141222	1140323	489	788	1.1e-141	520.8
ctg104	A0A1S3D8Y5	66.2	450	102	14	138395	137076	1	410	3.3e-118	441.8
ctg105	A0A1X7T719	41.2	405	214	6	142047	143192	195	598	2.0e-70	283.1
ctg106	K7J7J6	30.0	1196	722	23	578270	581746	503	1620	1.5e-145	532.7
ctg107	A0A482XNB7	75.8	562	133	2	11330	13015	1	559	1.2e-246	869.0
ctg108	A0A226E226	32.5	1566	929	34	1280871	1276486	1821	3362	1.1e-202	723.8
ctg108	A0A226E226	38.3	256	152	4	1138019	1137264	1509	1762	1.6e-36	171.8
ctg109	A0A482X8N9	50.0	840	390	7	279950	282421	318	1143	5.7e-208	740.3
ctg109	A0A482X8N9	59.6	314	126	1	279046	279984	16	329	5.7e-91	351.7
ctg110	A0A2P8XFW3	62.1	541	191	4	1456455	1458044	9	546	2.3e-193	693.7
ctg111	A0A0J7K7H4	49.9	1010	490	10	148295	151306	3	1002	7.7e-290	1013.1
ctg111	A0A0J7K7H4	45.1	412	213	3	254685	253480	239	647	3.8e-95	366.3
ctg111	A0A0J7K7H4	30.1	1027	604	36	255425	252516	3	972	2.4e-89	347.1
ctg112	T1HRQ9	34.6	957	320	23	344671	341840	27	690	4.9e-112	421.4
ctg113	A0A2J7QMU3	62.4	394	147	1	258609	257431	4	397	6.1e-147	538.1
ctg114	A0A0J7N0T9	47.9	1285	596	15	1692207	1695998	31	1262	0.0e+00	1149.4
ctg115	A0A088A7B5	39.4	987	566	13	326866	329751	8	987	2.3e-198	708.8
ctg115	A0A088A7B5	42.6	141	80	1	331672	332091	1014	1154	4.6e-26	136.3
ctg116	A0A194Q8Z9	64.6	480	163	2	75647	74220	129	605	4.5e-175	631.7
ctg117	A0A3Q0JG26	76.2	320	47	3	430383	431327	862	1157	9.4e-130	480.3
ctg117	A0A3Q0JG26	61.6	112	21	2	434591	434926	1229	1318	4.8e-25	132.5
ctg117	A0A3Q0JG26	80.8	73	14	0	424085	424303	2	74	1.6e-23	127.5
ctg118	A0A482XC85	43.0	437	204	6	379401	378127	81	484	2.7e-79	312.4
ctg118	A0A482XC85	33.3	418	172	10	379708	378458	1	312	4.4e-37	172.2
ctg119	J9K4Y7	41.7	1030	280	24	473347	476409	2	719	8.6e-178	639.8
ctg119	J9K4Y7	39.5	664	193	16	476855	478834	718	1176	1.2e-94	363.6
ctg119	J9K4Y7	25.1	1296	499	35	474519	478367	255	1091	7.1e-63	258.1
ctg120	A0A067QP10	46.8	412	121	9	1916466	1915240	92	408	1.5e-81	322.0
ctg121	A0A154PM01	39.8	928	504	22	348757	346019	142	1029	2.0e-181	652.1
ctg122	A0A1S4EPX6	67.3	888	268	4	247873	245213	1	867	0.0e+00	1202.6
ctg123	K7J7J6	30.6	1242	721	22	582999	586661	504	1625	2.0e-153	560.5
ctg123	K7J7J6	29.1	1013	552	25	207268	209847	504	1503	7.4e-100	382.5
ctg124	X1XQX4	37.8	991	504	17	116768	113895	343	1254	9.0e-180	646.7
ctg124	X1XQX4	33.8	225	118	4	117805	117194	10	224	1.3e-21	121.3
ctg125	A0A154PB58	41.0	1088	336	28	790251	787030	106	901	4.9e-166	601.3
ctg125	A0A154PB58	59.3	236	59	6	635967	635278	2196	2400	4.3e-53	226.1
ctg125	A0A154PB58	49.4	166	58	1	639012	638515	1791	1930	8.1e-36	168.7
ctg126	A0A0J7N0T9	52.3	839	375	7	381686	384160	435	1262	5.8e-247	869.4
ctg126	A0A0J7N0T9	30.3	373	206	8	380611	381630	68	419	4.9e-28	142.1
ctg127	A0A482XTC8	62.9	1395	416	26	925934	930034	54	1375	0.0e+00	1465.3
ctg128	K7J8D5	28.9	1517	859	30	538535	542878	149	1514	1.6e-159	578.9
ctg129	A0A067RKD4	86.7	450	48	2	658798	657455	27	466	2.0e-228	808.9
ctg130	A0A3P8QD94	36.0	1188	643	19	62580	59194	124	1253	1.2e-197	706.1
ctg131	A0A151X6U7	38.5	257	87	4	377562	376792	1	186	8.6e-38	174.5
ctg131	A0A151X6U7	39.4	221	92	6	373478	372816	683	861	2.1e-23	126.7
ctg132	B4QE83	26.9	1739	557	43	514790	509610	1306	2341	6.9e-137	504.2
ctg132	B4QE83	31.1	415	240	10	582942	581779	127	522	5.9e-35	165.6
ctg133	J9K8I5	49.3	803	280	12	74480	72096	27	710	4.8e-191	683.7
ctg134	A0A158P4G6	46.8	1350	657	16	379059	383036	14	1326	0.0e+00	1197.2
ctg135	A0A182G1G7	30.5	1064	580	26	568836	566086	102	1153	1.1e-116	437.2
ctg136	A0A1I7VTQ8	28.9	1545	961	41	15201	10801	122	1606	4.8e-166	601.3
ctg137	A0A2J7PDQ5	59.8	483	97	7	156395	157831	136	525	3.4e-133	492.7
ctg137	A0A2J7PDQ5	40.5	474	195	12	156073	157494	57	443	1.9e-59	247.7
ctg137	A0A2J7PDQ5	68.9	106	26	2	160707	161003	525	630	1.6e-26	138.3
ctg138	A0A482WM87	71.7	1026	256	7	380699	383767	8	1002	0.0e+00	1484.2
ctg140	A0A3Q0JFZ1	40.8	681	358	7	444249	442315	287	958	3.0e-144	528.1
ctg140	A0A3Q0JFZ1	22.3	1168	750	34	445004	441807	29	1141	3.0e-43	192.6
ctg140	A0A3Q0JFZ1	31.4	229	152	2	366976	366293	587	811	1.0e-22	124.4
ctg139	X1WVL4	42.3	556	311	6	1224575	1226227	91	641	1.5e-114	431.0
ctg141	D7GXP0	51.4	909	418	9	731858	734524	488	1392	5.4e-270	947.2
ctg141	D7GXP0	38.3	295	176	2	47340	48224	574	862	3.2e-44	197.2
ctg142	J9JSB6	53.1	608	138	12	520703	518901	12	479	3.0e-151	553.1
ctg142	J9JSB6	97.5	118	3	0	516862	516509	94	211	7.1e-60	249.6
ctg142	J9JSB6	97.1	69	2	0	516435	516229	212	280	5.5e-28	143.7
ctg143	A0A067QNC8	38.1	2001	642	54	656990	662932	335	1759	3.1e-272	954.1
ctg143	A0A067QNC8	35.7	1674	523	47	659836	664791	1026	2167	7.5e-202	720.3
ctg143	A0A067QNC8	81.3	150	5	1	652537	652986	155	281	8.7e-57	238.4
ctg143	A0A067QNC8	71.2	146	7	1	652020	652457	44	154	9.0e-46	201.8
ctg144	A0A151JP00	44.6	520	279	4	426310	424754	116	627	1.8e-126	469.9
ctg145	E9P604	61.6	899	332	8	725305	722627	1	892	4.0e-293	1023.5
ctg145	E9P604	56.7	342	113	5	300902	301846	179	512	5.1e-86	335.5
ctg145	E9P604	47.1	280	131	7	300408	301208	1	276	2.5e-45	200.3
ctg145	E9P604	57.3	246	105	0	718653	717916	2215	2460	4.4e-29	146.4
ctg146	A0A067R9H3	42.0	822	454	14	635293	632864	1	811	2.2e-178	642.9
ctg147	J9L9D3	45.9	599	312	5	428219	426429	248	836	5.9e-145	530.4
ctg148	A0A087SVE4	37.0	503	298	9	557724	559220	785	1272	1.5e-82	323.9
ctg148	A0A087SVE4	27.6	749	463	20	555565	557691	43	752	3.5e-55	233.0
ctg148	A0A087SVE4	32.9	298	184	2	847593	846733	970	1262	5.1e-38	176.0
ctg149	J9JZP7	51.8	448	66	7	42068	43405	1079	1378	8.2e-102	387.1
ctg149	J9JZP7	75.7	181	15	1	46018	46560	1401	1552	8.0e-65	264.2
ctg149	J9JZP7	45.8	336	122	9	40831	41823	763	1043	1.1e-61	253.8
ctg149	J9JZP7	84.1	82	13	0	46626	46871	1545	1626	6.4e-30	148.3
ctg150	A0A2J7PIW2	56.1	351	150	3	850095	849049	8	356	2.8e-108	409.5
ctg151	A0A2A4IZ76	88.9	234	26	0	863595	864296	86	319	6.0e-115	431.8
ctg152	J9K0T7	47.3	1059	451	28	409127	406056	1	987	8.9e-218	772.3
ctg153	X1WWK2	30.8	1514	880	34	1162074	1166504	9	1392	4.4e-175	631.7
ctg153	X1WWK2	23.1	775	518	21	901802	899544	574	1292	1.1e-35	168.7
ctg153	X1WWK2	26.8	488	309	13	1114513	1113137	796	1264	1.7e-33	161.4
ctg154	A0A482XC60	40.1	6127	1966	149	359496	377711	113	4592	0.0e+00	3341.2
ctg155	J9JRM6	35.6	666	130	11	409912	407954	66	445	4.8e-90	348.6
ctg156	X1XTY9	25.8	1386	889	30	8379	4399	22	1326	9.5e-111	416.8
